Statistic,Month,Type of Cattle,UNIT,VALUE
Cattle Price per Head,1981M08,Heifers 250-299kg,Euro,378.09
Cattle Price per Head,1981M09,Heifers 250-299kg,Euro,383.07
Cattle Price per Head,1981M10,Heifers 250-299kg,Euro,355.3
Cattle Price per Head,1981M11,Heifers 250-299kg,Euro,356.07
Cattle Price per Head,1981M12,Heifers 250-299kg,Euro,352.36
Cattle Price per Head,1982M01,Heifers 250-299kg,Euro,340.96
Cattle Price per Head,1982M02,Heifers 250-299kg,Euro,338.84
Cattle Price per Head,1982M03,Heifers 250-299kg,Euro,334.02
Cattle Price per Head,1982M04,Heifers 250-299kg,Euro,357.81
Cattle Price per Head,1982M05,Heifers 250-299kg,Euro,362.08
Cattle Price per Head,1982M06,Heifers 250-299kg,Euro,382.38
Cattle Price per Head,1982M07,Heifers 250-299kg,Euro,380.59
Cattle Price per Head,1982M08,Heifers 250-299kg,Euro,377.84
Cattle Price per Head,1982M09,Heifers 250-299kg,Euro,380.57
Cattle Price per Head,1982M10,Heifers 250-299kg,Euro,364.16
Cattle Price per Head,1982M11,Heifers 250-299kg,Euro,354.54
Cattle Price per Head,1982M12,Heifers 250-299kg,Euro,343.68
Cattle Price per Head,1983M01,Heifers 250-299kg,Euro,330.21
Cattle Price per Head,1983M02,Heifers 250-299kg,Euro,326.88
Cattle Price per Head,1983M03,Heifers 250-299kg,Euro,330.75
Cattle Price per Head,1983M04,Heifers 250-299kg,Euro,352.16
Cattle Price per Head,1983M05,Heifers 250-299kg,Euro,377.89
Cattle Price per Head,1983M06,Heifers 250-299kg,Euro,402.46
Cattle Price per Head,1983M07,Heifers 250-299kg,Euro,408.14
Cattle Price per Head,1983M08,Heifers 250-299kg,Euro,409.68
Cattle Price per Head,1983M09,Heifers 250-299kg,Euro,381.15
Cattle Price per Head,1983M10,Heifers 250-299kg,Euro,361.55
Cattle Price per Head,1983M11,Heifers 250-299kg,Euro,364.39
Cattle Price per Head,1983M12,Heifers 250-299kg,Euro,342.87
Cattle Price per Head,1984M01,Heifers 250-299kg,Euro,341.78
Cattle Price per Head,1984M02,Heifers 250-299kg,Euro,341.6
Cattle Price per Head,1984M03,Heifers 250-299kg,Euro,359.54
Cattle Price per Head,1984M04,Heifers 250-299kg,Euro,383.22
Cattle Price per Head,1984M05,Heifers 250-299kg,Euro,388.03
Cattle Price per Head,1984M06,Heifers 250-299kg,Euro,409.82
Cattle Price per Head,1984M07,Heifers 250-299kg,Euro,418.33
Cattle Price per Head,1984M08,Heifers 250-299kg,Euro,404.55
Cattle Price per Head,1984M09,Heifers 250-299kg,Euro,401.19
Cattle Price per Head,1984M10,Heifers 250-299kg,Euro,375.73
Cattle Price per Head,1984M11,Heifers 250-299kg,Euro,354.42
Cattle Price per Head,1984M12,Heifers 250-299kg,Euro,320.02
Cattle Price per Head,1985M01,Heifers 250-299kg,Euro,339.76
Cattle Price per Head,1985M02,Heifers 250-299kg,Euro,343.98
Cattle Price per Head,1985M03,Heifers 250-299kg,Euro,349.5
Cattle Price per Head,1985M04,Heifers 250-299kg,Euro,374.94
Cattle Price per Head,1985M05,Heifers 250-299kg,Euro,376.68
Cattle Price per Head,1985M06,Heifers 250-299kg,Euro,394.58
Cattle Price per Head,1985M07,Heifers 250-299kg,Euro,390.51
Cattle Price per Head,1985M08,Heifers 250-299kg,Euro,381.89
Cattle Price per Head,1985M09,Heifers 250-299kg,Euro,363.27
Cattle Price per Head,1985M10,Heifers 250-299kg,Euro,358.18
Cattle Price per Head,1985M11,Heifers 250-299kg,Euro,332.87
Cattle Price per Head,1985M12,Heifers 250-299kg,Euro,317.45
Cattle Price per Head,1986M01,Heifers 250-299kg,Euro,322.48
Cattle Price per Head,1986M02,Heifers 250-299kg,Euro,328.46
Cattle Price per Head,1986M03,Heifers 250-299kg,Euro,334.75
Cattle Price per Head,1986M04,Heifers 250-299kg,Euro,361.6
Cattle Price per Head,1986M05,Heifers 250-299kg,Euro,376.13
Cattle Price per Head,1986M06,Heifers 250-299kg,Euro,400.12
Cattle Price per Head,1986M07,Heifers 250-299kg,Euro,403.94
Cattle Price per Head,1986M08,Heifers 250-299kg,Euro,408.46
Cattle Price per Head,1986M09,Heifers 250-299kg,Euro,392.12
Cattle Price per Head,1986M10,Heifers 250-299kg,Euro,397.9
Cattle Price per Head,1986M11,Heifers 250-299kg,Euro,411.42
Cattle Price per Head,1986M12,Heifers 250-299kg,Euro,390.69
Cattle Price per Head,1987M01,Heifers 250-299kg,Euro,383.82
Cattle Price per Head,1987M02,Heifers 250-299kg,Euro,390.86
Cattle Price per Head,1987M03,Heifers 250-299kg,Euro,403.42
Cattle Price per Head,1987M04,Heifers 250-299kg,Euro,450.08
Cattle Price per Head,1987M05,Heifers 250-299kg,Euro,483.47
Cattle Price per Head,1987M06,Heifers 250-299kg,Euro,513.32
Cattle Price per Head,1987M07,Heifers 250-299kg,Euro,540.88
Cattle Price per Head,1987M08,Heifers 250-299kg,Euro,549.78
Cattle Price per Head,1987M09,Heifers 250-299kg,Euro,544.29
Cattle Price per Head,1987M10,Heifers 250-299kg,Euro,538.28
Cattle Price per Head,1987M11,Heifers 250-299kg,Euro,536.5
Cattle Price per Head,1987M12,Heifers 250-299kg,Euro,499.76
Cattle Price per Head,1988M01,Heifers 250-299kg,Euro,493.66
Cattle Price per Head,1988M02,Heifers 250-299kg,Euro,508.5
Cattle Price per Head,1988M03,Heifers 250-299kg,Euro,498.8
Cattle Price per Head,1988M04,Heifers 250-299kg,Euro,545.89
Cattle Price per Head,1988M05,Heifers 250-299kg,Euro,554.99
Cattle Price per Head,1988M06,Heifers 250-299kg,Euro,565.26
Cattle Price per Head,1988M07,Heifers 250-299kg,Euro,568.03
Cattle Price per Head,1988M08,Heifers 250-299kg,Euro,571.55
Cattle Price per Head,1988M09,Heifers 250-299kg,Euro,550.65
Cattle Price per Head,1988M10,Heifers 250-299kg,Euro,504.64
Cattle Price per Head,1988M11,Heifers 250-299kg,Euro,462.65
Cattle Price per Head,1988M12,Heifers 250-299kg,Euro,458.25
Cattle Price per Head,1989M01,Heifers 250-299kg,Euro,443.82
Cattle Price per Head,1989M02,Heifers 250-299kg,Euro,429.03
Cattle Price per Head,1989M03,Heifers 250-299kg,Euro,420.11
Cattle Price per Head,1989M04,Heifers 250-299kg,Euro,425.21
Cattle Price per Head,1989M05,Heifers 250-299kg,Euro,434.53
Cattle Price per Head,1989M06,Heifers 250-299kg,Euro,484.18
Cattle Price per Head,1989M07,Heifers 250-299kg,Euro,487.74
Cattle Price per Head,1989M08,Heifers 250-299kg,Euro,457.16
Cattle Price per Head,1989M09,Heifers 250-299kg,Euro,413.39
Cattle Price per Head,1989M10,Heifers 250-299kg,Euro,389.28
Cattle Price per Head,1989M11,Heifers 250-299kg,Euro,385.23
Cattle Price per Head,1989M12,Heifers 250-299kg,Euro,375.78
Cattle Price per Head,1990M01,Heifers 250-299kg,Euro,376.82
Cattle Price per Head,1990M02,Heifers 250-299kg,Euro,379.22
Cattle Price per Head,1990M03,Heifers 250-299kg,Euro,372.27
Cattle Price per Head,1990M04,Heifers 250-299kg,Euro,388.79
Cattle Price per Head,1990M05,Heifers 250-299kg,Euro,390.62
Cattle Price per Head,1990M06,Heifers 250-299kg,Euro,388.1
Cattle Price per Head,1990M07,Heifers 250-299kg,Euro,391.26
Cattle Price per Head,1990M08,Heifers 250-299kg,Euro,393.49
Cattle Price per Head,1990M09,Heifers 250-299kg,Euro,379.46
Cattle Price per Head,1990M10,Heifers 250-299kg,Euro,373.15
Cattle Price per Head,1990M11,Heifers 250-299kg,Euro,379.83
Cattle Price per Head,1990M12,Heifers 250-299kg,Euro,370.07
Cattle Price per Head,1991M01,Heifers 250-299kg,Euro,363.07
Cattle Price per Head,1991M02,Heifers 250-299kg,Euro,355.55
Cattle Price per Head,1991M03,Heifers 250-299kg,Euro,371.06
Cattle Price per Head,1991M04,Heifers 250-299kg,Euro,385.67
Cattle Price per Head,1991M05,Heifers 250-299kg,Euro,395.04
Cattle Price per Head,1991M06,Heifers 250-299kg,Euro,392.26
Cattle Price per Head,1991M07,Heifers 250-299kg,Euro,398.94
Cattle Price per Head,1991M08,Heifers 250-299kg,Euro,391.92
Cattle Price per Head,1991M09,Heifers 250-299kg,Euro,384.91
Cattle Price per Head,1991M10,Heifers 250-299kg,Euro,381.63
Cattle Price per Head,1991M11,Heifers 250-299kg,Euro,385.23
Cattle Price per Head,1991M12,Heifers 250-299kg,Euro,367.88
Cattle Price per Head,1992M01,Heifers 250-299kg,Euro,368.05
Cattle Price per Head,1992M02,Heifers 250-299kg,Euro,357.74
Cattle Price per Head,1992M03,Heifers 250-299kg,Euro,359.25
Cattle Price per Head,1992M04,Heifers 250-299kg,Euro,383.41
Cattle Price per Head,1992M05,Heifers 250-299kg,Euro,402.56
Cattle Price per Head,1992M06,Heifers 250-299kg,Euro,430.14
Cattle Price per Head,1992M07,Heifers 250-299kg,Euro,434.31
Cattle Price per Head,1992M08,Heifers 250-299kg,Euro,450.63
Cattle Price per Head,1992M09,Heifers 250-299kg,Euro,440.7
Cattle Price per Head,1992M10,Heifers 250-299kg,Euro,440.21
Cattle Price per Head,1992M11,Heifers 250-299kg,Euro,422.59
Cattle Price per Head,1992M12,Heifers 250-299kg,Euro,401.59
Cattle Price per Head,1993M01,Heifers 250-299kg,Euro,395.87
Cattle Price per Head,1993M02,Heifers 250-299kg,Euro,405.22
Cattle Price per Head,1993M03,Heifers 250-299kg,Euro,426.42
Cattle Price per Head,1993M04,Heifers 250-299kg,Euro,460.67
Cattle Price per Head,1993M05,Heifers 250-299kg,Euro,476.04
Cattle Price per Head,1993M06,Heifers 250-299kg,Euro,492.32
Cattle Price per Head,1993M07,Heifers 250-299kg,Euro,497.23
Cattle Price per Head,1993M08,Heifers 250-299kg,Euro,503.67
Cattle Price per Head,1993M09,Heifers 250-299kg,Euro,452.57
Cattle Price per Head,1993M10,Heifers 250-299kg,Euro,457.22
Cattle Price per Head,1993M11,Heifers 250-299kg,Euro,436.78
Cattle Price per Head,1993M12,Heifers 250-299kg,Euro,412
Cattle Price per Head,1994M01,Heifers 250-299kg,Euro,402.05
Cattle Price per Head,1994M02,Heifers 250-299kg,Euro,399.37
Cattle Price per Head,1994M03,Heifers 250-299kg,Euro,406.98
Cattle Price per Head,1994M04,Heifers 250-299kg,Euro,421.23
Cattle Price per Head,1994M05,Heifers 250-299kg,Euro,437.47
Cattle Price per Head,1994M06,Heifers 250-299kg,Euro,438.22
Cattle Price per Head,1994M07,Heifers 250-299kg,Euro,465.24
Cattle Price per Head,1994M08,Heifers 250-299kg,Euro,445.73
Cattle Price per Head,1994M09,Heifers 250-299kg,Euro,434.14
Cattle Price per Head,1994M10,Heifers 250-299kg,Euro,427.15
Cattle Price per Head,1994M11,Heifers 250-299kg,Euro,428.77
Cattle Price per Head,1994M12,Heifers 250-299kg,Euro,400.98
Cattle Price per Head,1995M01,Heifers 250-299kg,Euro,409.54
Cattle Price per Head,1995M02,Heifers 250-299kg,Euro,407.46
Cattle Price per Head,1995M03,Heifers 250-299kg,Euro,399.06
Cattle Price per Head,1995M04,Heifers 250-299kg,Euro,414
Cattle Price per Head,1995M05,Heifers 250-299kg,Euro,443.53
Cattle Price per Head,1995M06,Heifers 250-299kg,Euro,441.66
Cattle Price per Head,1995M07,Heifers 250-299kg,Euro,413.69
Cattle Price per Head,1995M08,Heifers 250-299kg,Euro,394.38
Cattle Price per Head,1995M09,Heifers 250-299kg,Euro,389.12
Cattle Price per Head,1995M10,Heifers 250-299kg,Euro,347.12
Cattle Price per Head,1995M11,Heifers 250-299kg,Euro,328.93
Cattle Price per Head,1995M12,Heifers 250-299kg,Euro,320.58
Cattle Price per Head,1996M01,Heifers 250-299kg,Euro,321.21
Cattle Price per Head,1996M02,Heifers 250-299kg,Euro,338.27
Cattle Price per Head,1996M03,Heifers 250-299kg,Euro,330.19
Cattle Price per Head,1996M04,Heifers 250-299kg,Euro,340.48
Cattle Price per Head,1996M05,Heifers 250-299kg,Euro,356.78
Cattle Price per Head,1996M06,Heifers 250-299kg,Euro,380.74
Cattle Price per Head,1996M07,Heifers 250-299kg,Euro,362.73
Cattle Price per Head,1996M08,Heifers 250-299kg,Euro,366.66
Cattle Price per Head,1996M09,Heifers 250-299kg,Euro,382.26
Cattle Price per Head,1996M10,Heifers 250-299kg,Euro,359.18
Cattle Price per Head,1996M11,Heifers 250-299kg,Euro,358.44
Cattle Price per Head,1996M12,Heifers 250-299kg,Euro,325.09
Cattle Price per Head,1997M01,Heifers 250-299kg,Euro,327.48
Cattle Price per Head,1997M02,Heifers 250-299kg,Euro,311.19
Cattle Price per Head,1997M03,Heifers 250-299kg,Euro,325.75
Cattle Price per Head,1997M04,Heifers 250-299kg,Euro,331.48
Cattle Price per Head,1997M05,Heifers 250-299kg,Euro,338.12
Cattle Price per Head,1997M06,Heifers 250-299kg,Euro,361.69
Cattle Price per Head,1997M07,Heifers 250-299kg,Euro,358.17
Cattle Price per Head,1997M08,Heifers 250-299kg,Euro,333.42
Cattle Price per Head,1997M09,Heifers 250-299kg,Euro,332.72
Cattle Price per Head,1997M10,Heifers 250-299kg,Euro,312.46
Cattle Price per Head,1997M11,Heifers 250-299kg,Euro,302.95
Cattle Price per Head,1997M12,Heifers 250-299kg,Euro,300.27
Cattle Price per Head,1998M01,Heifers 250-299kg,Euro,264.09
Cattle Price per Head,1998M02,Heifers 250-299kg,Euro,219.84
Cattle Price per Head,1998M03,Heifers 250-299kg,Euro,229.8
Cattle Price per Head,1998M04,Heifers 250-299kg,Euro,251.79
Cattle Price per Head,1998M05,Heifers 250-299kg,Euro,286.5
Cattle Price per Head,1998M06,Heifers 250-299kg,Euro,307.88
Cattle Price per Head,1998M07,Heifers 250-299kg,Euro,310.35
Cattle Price per Head,1998M08,Heifers 250-299kg,Euro,281.93
Cattle Price per Head,1998M09,Heifers 250-299kg,Euro,277.05
Cattle Price per Head,1998M10,Heifers 250-299kg,Euro,272.63
Cattle Price per Head,1998M11,Heifers 250-299kg,Euro,265.41
Cattle Price per Head,1998M12,Heifers 250-299kg,Euro,258.41
Cattle Price per Head,1999M01,Heifers 250-299kg,Euro,237.92
Cattle Price per Head,1999M02,Heifers 250-299kg,Euro,277.19
Cattle Price per Head,1999M03,Heifers 250-299kg,Euro,256.86
Cattle Price per Head,1999M04,Heifers 250-299kg,Euro,311.66
Cattle Price per Head,1999M05,Heifers 250-299kg,Euro,332.19
Cattle Price per Head,1999M06,Heifers 250-299kg,Euro,342.5
Cattle Price per Head,1999M07,Heifers 250-299kg,Euro,355.23
Cattle Price per Head,1999M08,Heifers 250-299kg,Euro,369.7
Cattle Price per Head,1999M09,Heifers 250-299kg,Euro,393.67
Cattle Price per Head,1999M10,Heifers 250-299kg,Euro,387.19
Cattle Price per Head,1999M11,Heifers 250-299kg,Euro,386.17
Cattle Price per Head,1999M12,Heifers 250-299kg,Euro,393.52
Cattle Price per Head,2000M01,Heifers 250-299kg,Euro,356.97
Cattle Price per Head,2000M02,Heifers 250-299kg,Euro,353.28
Cattle Price per Head,2000M03,Heifers 250-299kg,Euro,328
Cattle Price per Head,2000M04,Heifers 250-299kg,Euro,405.5
Cattle Price per Head,2000M05,Heifers 250-299kg,Euro,364.24
Cattle Price per Head,2000M06,Heifers 250-299kg,Euro,
Cattle Price per Head,2000M07,Heifers 250-299kg,Euro,
Cattle Price per Head,2000M08,Heifers 250-299kg,Euro,
Cattle Price per Head,2000M09,Heifers 250-299kg,Euro,
Cattle Price per Head,2000M10,Heifers 250-299kg,Euro,337.81
Cattle Price per Head,2000M11,Heifers 250-299kg,Euro,321.17
Cattle Price per Head,2000M12,Heifers 250-299kg,Euro,334.21
Cattle Price per Head,2001M01,Heifers 250-299kg,Euro,331.38
Cattle Price per Head,2001M02,Heifers 250-299kg,Euro,347.14
Cattle Price per Head,2001M03,Heifers 250-299kg,Euro,368.59
Cattle Price per Head,2001M04,Heifers 250-299kg,Euro,404.65
Cattle Price per Head,2001M05,Heifers 250-299kg,Euro,417.89
Cattle Price per Head,2001M06,Heifers 250-299kg,Euro,414.69
Cattle Price per Head,2001M07,Heifers 250-299kg,Euro,413
Cattle Price per Head,2001M08,Heifers 250-299kg,Euro,391.59
Cattle Price per Head,2001M09,Heifers 250-299kg,Euro,363.39
Cattle Price per Head,2001M10,Heifers 250-299kg,Euro,353.78
Cattle Price per Head,2001M11,Heifers 250-299kg,Euro,350.4
Cattle Price per Head,2001M12,Heifers 250-299kg,Euro,330.87
Cattle Price per Head,2002M01,Heifers 250-299kg,Euro,325.25
Cattle Price per Head,2002M02,Heifers 250-299kg,Euro,328.66
Cattle Price per Head,2002M03,Heifers 250-299kg,Euro,332.73
Cattle Price per Head,2002M04,Heifers 250-299kg,Euro,380.13
Cattle Price per Head,2002M05,Heifers 250-299kg,Euro,388.89
Cattle Price per Head,2002M06,Heifers 250-299kg,Euro,373.85
Cattle Price per Head,2002M07,Heifers 250-299kg,Euro,397.76
Cattle Price per Head,2002M08,Heifers 250-299kg,Euro,385.37
Cattle Price per Head,2002M09,Heifers 250-299kg,Euro,386.36
Cattle Price per Head,2002M10,Heifers 250-299kg,Euro,391.7
Cattle Price per Head,2002M11,Heifers 250-299kg,Euro,387.97
Cattle Price per Head,2002M12,Heifers 250-299kg,Euro,365.64
Cattle Price per Head,2003M01,Heifers 250-299kg,Euro,357.65
Cattle Price per Head,2003M02,Heifers 250-299kg,Euro,354.3
Cattle Price per Head,2003M03,Heifers 250-299kg,Euro,387.2
Cattle Price per Head,2003M04,Heifers 250-299kg,Euro,394.79
Cattle Price per Head,2003M05,Heifers 250-299kg,Euro,450.38
Cattle Price per Head,2003M06,Heifers 250-299kg,Euro,443.41
Cattle Price per Head,2003M07,Heifers 250-299kg,Euro,467.66
Cattle Price per Head,2003M08,Heifers 250-299kg,Euro,479.31
Cattle Price per Head,2003M09,Heifers 250-299kg,Euro,475.43
Cattle Price per Head,2003M10,Heifers 250-299kg,Euro,438.88
Cattle Price per Head,2003M11,Heifers 250-299kg,Euro,432.5
Cattle Price per Head,2003M12,Heifers 250-299kg,Euro,418.97
Cattle Price per Head,2004M01,Heifers 250-299kg,Euro,391.52
Cattle Price per Head,2004M02,Heifers 250-299kg,Euro,386.11
Cattle Price per Head,2004M03,Heifers 250-299kg,Euro,419.13
Cattle Price per Head,2004M04,Heifers 250-299kg,Euro,443.25
Cattle Price per Head,2004M05,Heifers 250-299kg,Euro,473.08
Cattle Price per Head,2004M06,Heifers 250-299kg,Euro,468.38
Cattle Price per Head,2004M07,Heifers 250-299kg,Euro,471.43
Cattle Price per Head,2004M08,Heifers 250-299kg,Euro,443.13
Cattle Price per Head,2004M09,Heifers 250-299kg,Euro,457.36
Cattle Price per Head,2004M10,Heifers 250-299kg,Euro,428.87
Cattle Price per Head,2004M11,Heifers 250-299kg,Euro,388.59
Cattle Price per Head,2004M12,Heifers 250-299kg,Euro,393.12
Cattle Price per Head,2005M01,Heifers 250-299kg,Euro,401.51
Cattle Price per Head,2005M02,Heifers 250-299kg,Euro,389.04
Cattle Price per Head,2005M03,Heifers 250-299kg,Euro,368.56
Cattle Price per Head,2005M04,Heifers 250-299kg,Euro,413.73
Cattle Price per Head,2005M05,Heifers 250-299kg,Euro,457.48
Cattle Price per Head,2005M06,Heifers 250-299kg,Euro,445.64
Cattle Price per Head,2005M07,Heifers 250-299kg,Euro,439.78
Cattle Price per Head,2005M08,Heifers 250-299kg,Euro,448
Cattle Price per Head,2005M09,Heifers 250-299kg,Euro,419.66
Cattle Price per Head,2005M10,Heifers 250-299kg,Euro,404.92
Cattle Price per Head,2005M11,Heifers 250-299kg,Euro,388.05
Cattle Price per Head,2005M12,Heifers 250-299kg,Euro,413.17
Cattle Price per Head,2006M01,Heifers 250-299kg,Euro,405.1
Cattle Price per Head,2006M02,Heifers 250-299kg,Euro,431.94
Cattle Price per Head,2006M03,Heifers 250-299kg,Euro,406.53
Cattle Price per Head,2006M04,Heifers 250-299kg,Euro,432.03
Cattle Price per Head,2006M05,Heifers 250-299kg,Euro,463.21
Cattle Price per Head,2006M06,Heifers 250-299kg,Euro,475.19
Cattle Price per Head,2006M07,Heifers 250-299kg,Euro,458
Cattle Price per Head,2006M08,Heifers 250-299kg,Euro,536.66
Cattle Price per Head,2006M09,Heifers 250-299kg,Euro,453.06
Cattle Price per Head,2006M10,Heifers 250-299kg,Euro,424.94
Cattle Price per Head,2006M11,Heifers 250-299kg,Euro,436.37
Cattle Price per Head,2006M12,Heifers 250-299kg,Euro,416.01
Cattle Price per Head,2007M01,Heifers 250-299kg,Euro,431.76
Cattle Price per Head,2007M02,Heifers 250-299kg,Euro,462.94
Cattle Price per Head,2007M03,Heifers 250-299kg,Euro,474.93
Cattle Price per Head,2007M04,Heifers 250-299kg,Euro,457.74
Cattle Price per Head,2007M05,Heifers 250-299kg,Euro,461.66
Cattle Price per Head,2007M06,Heifers 250-299kg,Euro,452.8
Cattle Price per Head,2007M07,Heifers 250-299kg,Euro,424.68
Cattle Price per Head,2007M08,Heifers 250-299kg,Euro,436.11
Cattle Price per Head,2007M09,Heifers 250-299kg,Euro,415.75
Cattle Price per Head,2007M10,Heifers 250-299kg,Euro,394.95
Cattle Price per Head,2007M11,Heifers 250-299kg,Euro,437.26
Cattle Price per Head,2007M12,Heifers 250-299kg,Euro,413.96
Cattle Price per Head,2008M01,Heifers 250-299kg,Euro,522.04
Cattle Price per Head,2008M02,Heifers 250-299kg,Euro,539.11
Cattle Price per Head,2008M03,Heifers 250-299kg,Euro,521.06
Cattle Price per Head,2008M04,Heifers 250-299kg,Euro,505.8
Cattle Price per Head,2008M05,Heifers 250-299kg,Euro,511.05
Cattle Price per Head,2008M06,Heifers 250-299kg,Euro,520.1
Cattle Price per Head,2008M07,Heifers 250-299kg,Euro,473.2
Cattle Price per Head,2008M08,Heifers 250-299kg,Euro,472.59
Cattle Price per Head,2008M09,Heifers 250-299kg,Euro,466.76
Cattle Price per Head,2008M10,Heifers 250-299kg,Euro,442.26
Cattle Price per Head,2008M11,Heifers 250-299kg,Euro,423.06
Cattle Price per Head,2008M12,Heifers 250-299kg,Euro,439.71
Cattle Price per Head,2009M01,Heifers 250-299kg,Euro,475.35
Cattle Price per Head,2009M02,Heifers 250-299kg,Euro,482.07
Cattle Price per Head,2009M03,Heifers 250-299kg,Euro,472.91
Cattle Price per Head,2009M04,Heifers 250-299kg,Euro,449.14
Cattle Price per Head,2009M05,Heifers 250-299kg,Euro,415.53
Cattle Price per Head,2009M06,Heifers 250-299kg,Euro,411.62
Cattle Price per Head,2009M07,Heifers 250-299kg,Euro,391.08
Cattle Price per Head,2009M08,Heifers 250-299kg,Euro,361.81
Cattle Price per Head,2009M09,Heifers 250-299kg,Euro,363.11
Cattle Price per Head,2009M10,Heifers 250-299kg,Euro,388.83
Cattle Price per Head,2009M11,Heifers 250-299kg,Euro,381.14
Cattle Price per Head,2009M12,Heifers 250-299kg,Euro,394.66
Cattle Price per Head,2010M01,Heifers 250-299kg,Euro,444.62
Cattle Price per Head,2010M02,Heifers 250-299kg,Euro,452.53
Cattle Price per Head,2010M03,Heifers 250-299kg,Euro,452.19
Cattle Price per Head,2010M04,Heifers 250-299kg,Euro,431.56
