Statistic,Month,Product,UNIT,VALUE
Production of Dairy Products,2017M08,Butter,000 Tonnes,23.3
Production of Dairy Products,2017M09,Butter,000 Tonnes,18.2
Production of Dairy Products,2017M10,Butter,000 Tonnes,17.3
Production of Dairy Products,2017M11,Butter,000 Tonnes,15.9
Production of Dairy Products,2017M12,Butter,000 Tonnes,11.4
Production of Dairy Products,2018M01,Butter,000 Tonnes,8.9
Production of Dairy Products,2018M02,Butter,000 Tonnes,9.5
Production of Dairy Products,2018M03,Butter,000 Tonnes,20.2
Production of Dairy Products,2018M04,Butter,000 Tonnes,23.7
Production of Dairy Products,2018M05,Butter,000 Tonnes,27.5
Production of Dairy Products,2018M06,Butter,000 Tonnes,25.6
Production of Dairy Products,2018M07,Butter,000 Tonnes,23.4
Production of Dairy Products,2018M08,Butter,000 Tonnes,24.6
Production of Dairy Products,2018M09,Butter,000 Tonnes,22.5
Production of Dairy Products,2018M10,Butter,000 Tonnes,20.3
Production of Dairy Products,2018M11,Butter,000 Tonnes,17.9
Production of Dairy Products,2018M12,Butter,000 Tonnes,13.9
Production of Dairy Products,2019M01,Butter,000 Tonnes,8.2
Production of Dairy Products,2019M02,Butter,000 Tonnes,10.6
Production of Dairy Products,2019M03,Butter,000 Tonnes,22.2
Production of Dairy Products,2019M04,Butter,000 Tonnes,28.4
Production of Dairy Products,2019M05,Butter,000 Tonnes,31
Production of Dairy Products,2019M06,Butter,000 Tonnes,28.1
Production of Dairy Products,2019M07,Butter,000 Tonnes,28.2
Production of Dairy Products,2019M08,Butter,000 Tonnes,25.5
Production of Dairy Products,2019M09,Butter,000 Tonnes,22.3
Production of Dairy Products,2019M10,Butter,000 Tonnes,20.2
Production of Dairy Products,2019M11,Butter,000 Tonnes,15.1
Production of Dairy Products,2019M12,Butter,000 Tonnes,10.9
Production of Dairy Products,2020M01,Butter,000 Tonnes,7.2
Production of Dairy Products,2020M02,Butter,000 Tonnes,11.2
Production of Dairy Products,2020M03,Butter,000 Tonnes,22.6
Production of Dairy Products,2020M04,Butter,000 Tonnes,29
Production of Dairy Products,2020M05,Butter,000 Tonnes,29.8
Production of Dairy Products,2020M06,Butter,000 Tonnes,30.3
Production of Dairy Products,2020M07,Butter,000 Tonnes,30.9
Production of Dairy Products,2020M08,Butter,000 Tonnes,26.2
Production of Dairy Products,2020M09,Butter,000 Tonnes,24
Production of Dairy Products,2020M10,Butter,000 Tonnes,22.9
Production of Dairy Products,2020M11,Butter,000 Tonnes,17.6
Production of Dairy Products,2020M12,Butter,000 Tonnes,13
Production of Dairy Products,2021M01,Butter,000 Tonnes,6.5
Production of Dairy Products,2021M02,Butter,000 Tonnes,10.7
Production of Dairy Products,2021M03,Butter,000 Tonnes,26.9
Production of Dairy Products,2021M04,Butter,000 Tonnes,30.5
Production of Dairy Products,2021M05,Butter,000 Tonnes,31.4
Production of Dairy Products,2021M06,Butter,000 Tonnes,31.5
Production of Dairy Products,2021M07,Butter,000 Tonnes,30.8
Production of Dairy Products,2021M08,Butter,000 Tonnes,28.8
Production of Dairy Products,2021M09,Butter,000 Tonnes,26.5
Production of Dairy Products,2021M10,Butter,000 Tonnes,21.6
Production of Dairy Products,2021M11,Butter,000 Tonnes,17.8
Production of Dairy Products,2021M12,Butter,000 Tonnes,12.2
Production of Dairy Products,2022M01,Butter,000 Tonnes,
Production of Dairy Products,2022M02,Butter,000 Tonnes,
