Statistic,Month,Type of Fertiliser,UNIT,VALUE
Fertiliser Price,2010M07,Muriate of Potash (50% K),Euro per Tonne,435
Fertiliser Price,2010M08,Muriate of Potash (50% K),Euro per Tonne,436
Fertiliser Price,2010M09,Muriate of Potash (50% K),Euro per Tonne,451
Fertiliser Price,2010M10,Muriate of Potash (50% K),Euro per Tonne,453
Fertiliser Price,2010M11,Muriate of Potash (50% K),Euro per Tonne,453
Fertiliser Price,2010M12,Muriate of Potash (50% K),Euro per Tonne,453
Fertiliser Price,2011M01,Muriate of Potash (50% K),Euro per Tonne,445
Fertiliser Price,2011M02,Muriate of Potash (50% K),Euro per Tonne,450
Fertiliser Price,2011M03,Muriate of Potash (50% K),Euro per Tonne,454
Fertiliser Price,2011M04,Muriate of Potash (50% K),Euro per Tonne,454
Fertiliser Price,2011M05,Muriate of Potash (50% K),Euro per Tonne,454
Fertiliser Price,2011M06,Muriate of Potash (50% K),Euro per Tonne,454
Fertiliser Price,2011M07,Muriate of Potash (50% K),Euro per Tonne,456
Fertiliser Price,2011M08,Muriate of Potash (50% K),Euro per Tonne,454
Fertiliser Price,2011M09,Muriate of Potash (50% K),Euro per Tonne,454
Fertiliser Price,2011M10,Muriate of Potash (50% K),Euro per Tonne,462
Fertiliser Price,2011M11,Muriate of Potash (50% K),Euro per Tonne,462
Fertiliser Price,2011M12,Muriate of Potash (50% K),Euro per Tonne,462
Fertiliser Price,2012M01,Muriate of Potash (50% K),Euro per Tonne,455
Fertiliser Price,2012M02,Muriate of Potash (50% K),Euro per Tonne,453
Fertiliser Price,2012M03,Muriate of Potash (50% K),Euro per Tonne,454
Fertiliser Price,2012M04,Muriate of Potash (50% K),Euro per Tonne,457
Fertiliser Price,2012M05,Muriate of Potash (50% K),Euro per Tonne,457
Fertiliser Price,2012M06,Muriate of Potash (50% K),Euro per Tonne,460
Fertiliser Price,2012M07,Muriate of Potash (50% K),Euro per Tonne,460
Fertiliser Price,2012M08,Muriate of Potash (50% K),Euro per Tonne,460
Fertiliser Price,2012M09,Muriate of Potash (50% K),Euro per Tonne,460
Fertiliser Price,2012M10,Muriate of Potash (50% K),Euro per Tonne,464
Fertiliser Price,2012M11,Muriate of Potash (50% K),Euro per Tonne,464
Fertiliser Price,2012M12,Muriate of Potash (50% K),Euro per Tonne,464
Fertiliser Price,2013M01,Muriate of Potash (50% K),Euro per Tonne,465
Fertiliser Price,2013M02,Muriate of Potash (50% K),Euro per Tonne,462
Fertiliser Price,2013M03,Muriate of Potash (50% K),Euro per Tonne,461
Fertiliser Price,2013M04,Muriate of Potash (50% K),Euro per Tonne,462
Fertiliser Price,2013M05,Muriate of Potash (50% K),Euro per Tonne,462
Fertiliser Price,2013M06,Muriate of Potash (50% K),Euro per Tonne,458
Fertiliser Price,2013M07,Muriate of Potash (50% K),Euro per Tonne,458
Fertiliser Price,2013M08,Muriate of Potash (50% K),Euro per Tonne,456
Fertiliser Price,2013M09,Muriate of Potash (50% K),Euro per Tonne,453
Fertiliser Price,2013M10,Muriate of Potash (50% K),Euro per Tonne,
Fertiliser Price,2013M11,Muriate of Potash (50% K),Euro per Tonne,
Fertiliser Price,2013M12,Muriate of Potash (50% K),Euro per Tonne,
Fertiliser Price,2014M01,Muriate of Potash (50% K),Euro per Tonne,423
Fertiliser Price,2014M02,Muriate of Potash (50% K),Euro per Tonne,406
Fertiliser Price,2014M03,Muriate of Potash (50% K),Euro per Tonne,406
Fertiliser Price,2014M04,Muriate of Potash (50% K),Euro per Tonne,417
Fertiliser Price,2014M05,Muriate of Potash (50% K),Euro per Tonne,413
Fertiliser Price,2014M06,Muriate of Potash (50% K),Euro per Tonne,419
Fertiliser Price,2014M07,Muriate of Potash (50% K),Euro per Tonne,411
Fertiliser Price,2014M08,Muriate of Potash (50% K),Euro per Tonne,413
Fertiliser Price,2014M09,Muriate of Potash (50% K),Euro per Tonne,415
Fertiliser Price,2014M10,Muriate of Potash (50% K),Euro per Tonne,415
Fertiliser Price,2014M11,Muriate of Potash (50% K),Euro per Tonne,418
Fertiliser Price,2014M12,Muriate of Potash (50% K),Euro per Tonne,424
Fertiliser Price,2015M01,Muriate of Potash (50% K),Euro per Tonne,424
Fertiliser Price,2015M02,Muriate of Potash (50% K),Euro per Tonne,417
Fertiliser Price,2015M03,Muriate of Potash (50% K),Euro per Tonne,416
Fertiliser Price,2015M04,Muriate of Potash (50% K),Euro per Tonne,418
Fertiliser Price,2015M05,Muriate of Potash (50% K),Euro per Tonne,418
Fertiliser Price,2015M06,Muriate of Potash (50% K),Euro per Tonne,417
Fertiliser Price,2015M07,Muriate of Potash (50% K),Euro per Tonne,418
Fertiliser Price,2015M08,Muriate of Potash (50% K),Euro per Tonne,418
Fertiliser Price,2015M09,Muriate of Potash (50% K),Euro per Tonne,418
Fertiliser Price,2015M10,Muriate of Potash (50% K),Euro per Tonne,418
Fertiliser Price,2015M11,Muriate of Potash (50% K),Euro per Tonne,418
Fertiliser Price,2015M12,Muriate of Potash (50% K),Euro per Tonne,418
Fertiliser Price,2016M01,Muriate of Potash (50% K),Euro per Tonne,416
Fertiliser Price,2016M02,Muriate of Potash (50% K),Euro per Tonne,401
Fertiliser Price,2016M03,Muriate of Potash (50% K),Euro per Tonne,400
Fertiliser Price,2016M04,Muriate of Potash (50% K),Euro per Tonne,391
Fertiliser Price,2016M05,Muriate of Potash (50% K),Euro per Tonne,394
Fertiliser Price,2016M06,Muriate of Potash (50% K),Euro per Tonne,391
Fertiliser Price,2016M07,Muriate of Potash (50% K),Euro per Tonne,387
Fertiliser Price,2016M08,Muriate of Potash (50% K),Euro per Tonne,382
Fertiliser Price,2016M09,Muriate of Potash (50% K),Euro per Tonne,379
Fertiliser Price,2016M10,Muriate of Potash (50% K),Euro per Tonne,380
Fertiliser Price,2016M11,Muriate of Potash (50% K),Euro per Tonne,380
Fertiliser Price,2016M12,Muriate of Potash (50% K),Euro per Tonne,378
Fertiliser Price,2017M01,Muriate of Potash (50% K),Euro per Tonne,370
Fertiliser Price,2017M02,Muriate of Potash (50% K),Euro per Tonne,362
Fertiliser Price,2017M03,Muriate of Potash (50% K),Euro per Tonne,366
Fertiliser Price,2017M04,Muriate of Potash (50% K),Euro per Tonne,366
Fertiliser Price,2017M05,Muriate of Potash (50% K),Euro per Tonne,364
Fertiliser Price,2017M06,Muriate of Potash (50% K),Euro per Tonne,367
Fertiliser Price,2017M07,Muriate of Potash (50% K),Euro per Tonne,365
Fertiliser Price,2017M08,Muriate of Potash (50% K),Euro per Tonne,363
Fertiliser Price,2017M09,Muriate of Potash (50% K),Euro per Tonne,365
Fertiliser Price,2017M10,Muriate of Potash (50% K),Euro per Tonne,366
Fertiliser Price,2017M11,Muriate of Potash (50% K),Euro per Tonne,365
Fertiliser Price,2017M12,Muriate of Potash (50% K),Euro per Tonne,365
Fertiliser Price,2018M01,Muriate of Potash (50% K),Euro per Tonne,363
Fertiliser Price,2018M02,Muriate of Potash (50% K),Euro per Tonne,363
Fertiliser Price,2018M03,Muriate of Potash (50% K),Euro per Tonne,371
Fertiliser Price,2018M04,Muriate of Potash (50% K),Euro per Tonne,368
Fertiliser Price,2018M05,Muriate of Potash (50% K),Euro per Tonne,360
Fertiliser Price,2018M06,Muriate of Potash (50% K),Euro per Tonne,360
Fertiliser Price,2018M07,Muriate of Potash (50% K),Euro per Tonne,362
Fertiliser Price,2018M08,Muriate of Potash (50% K),Euro per Tonne,366
Fertiliser Price,2018M09,Muriate of Potash (50% K),Euro per Tonne,368
Fertiliser Price,2018M10,Muriate of Potash (50% K),Euro per Tonne,369
Fertiliser Price,2018M11,Muriate of Potash (50% K),Euro per Tonne,372
Fertiliser Price,2018M12,Muriate of Potash (50% K),Euro per Tonne,375
Fertiliser Price,2019M01,Muriate of Potash (50% K),Euro per Tonne,392
Fertiliser Price,2019M02,Muriate of Potash (50% K),Euro per Tonne,391
Fertiliser Price,2019M03,Muriate of Potash (50% K),Euro per Tonne,391
Fertiliser Price,2019M04,Muriate of Potash (50% K),Euro per Tonne,388
Fertiliser Price,2019M05,Muriate of Potash (50% K),Euro per Tonne,388
Fertiliser Price,2019M06,Muriate of Potash (50% K),Euro per Tonne,387
Fertiliser Price,2019M07,Muriate of Potash (50% K),Euro per Tonne,389
Fertiliser Price,2019M08,Muriate of Potash (50% K),Euro per Tonne,388
Fertiliser Price,2019M09,Muriate of Potash (50% K),Euro per Tonne,388
Fertiliser Price,2019M10,Muriate of Potash (50% K),Euro per Tonne,388
Fertiliser Price,2019M11,Muriate of Potash (50% K),Euro per Tonne,386
Fertiliser Price,2019M12,Muriate of Potash (50% K),Euro per Tonne,384
Fertiliser Price,2020M01,Muriate of Potash (50% K),Euro per Tonne,373
Fertiliser Price,2020M02,Muriate of Potash (50% K),Euro per Tonne,368
Fertiliser Price,2020M03,Muriate of Potash (50% K),Euro per Tonne,366
Fertiliser Price,2020M04,Muriate of Potash (50% K),Euro per Tonne,366
Fertiliser Price,2020M05,Muriate of Potash (50% K),Euro per Tonne,366
Fertiliser Price,2020M06,Muriate of Potash (50% K),Euro per Tonne,364
Fertiliser Price,2020M07,Muriate of Potash (50% K),Euro per Tonne,362
Fertiliser Price,2020M08,Muriate of Potash (50% K),Euro per Tonne,362
Fertiliser Price,2020M09,Muriate of Potash (50% K),Euro per Tonne,359
Fertiliser Price,2020M10,Muriate of Potash (50% K),Euro per Tonne,358
Fertiliser Price,2020M11,Muriate of Potash (50% K),Euro per Tonne,358
Fertiliser Price,2020M12,Muriate of Potash (50% K),Euro per Tonne,358
Fertiliser Price,2021M01,Muriate of Potash (50% K),Euro per Tonne,357
Fertiliser Price,2021M02,Muriate of Potash (50% K),Euro per Tonne,359
Fertiliser Price,2021M03,Muriate of Potash (50% K),Euro per Tonne,368
Fertiliser Price,2021M04,Muriate of Potash (50% K),Euro per Tonne,380
Fertiliser Price,2021M05,Muriate of Potash (50% K),Euro per Tonne,385
Fertiliser Price,2021M06,Muriate of Potash (50% K),Euro per Tonne,392
Fertiliser Price,2021M07,Muriate of Potash (50% K),Euro per Tonne,399
Fertiliser Price,2021M08,Muriate of Potash (50% K),Euro per Tonne,419
Fertiliser Price,2021M09,Muriate of Potash (50% K),Euro per Tonne,440
Fertiliser Price,2021M10,Muriate of Potash (50% K),Euro per Tonne,508
Fertiliser Price,2021M11,Muriate of Potash (50% K),Euro per Tonne,509
Fertiliser Price,2021M12,Muriate of Potash (50% K),Euro per Tonne,578
Fertiliser Price,2022M01,Muriate of Potash (50% K),Euro per Tonne,668
Fertiliser Price,2022M02,Muriate of Potash (50% K),Euro per Tonne,738
