Statistic,Month,Type of Fertiliser,UNIT,VALUE
Fertiliser Price,2014M12,Urea (46% N),Euro per Tonne,397
Fertiliser Price,2015M01,Urea (46% N),Euro per Tonne,399
Fertiliser Price,2015M02,Urea (46% N),Euro per Tonne,411
Fertiliser Price,2015M03,Urea (46% N),Euro per Tonne,413
Fertiliser Price,2015M04,Urea (46% N),Euro per Tonne,416
Fertiliser Price,2015M05,Urea (46% N),Euro per Tonne,414
Fertiliser Price,2015M06,Urea (46% N),Euro per Tonne,413
Fertiliser Price,2015M07,Urea (46% N),Euro per Tonne,410
Fertiliser Price,2015M08,Urea (46% N),Euro per Tonne,410
Fertiliser Price,2015M09,Urea (46% N),Euro per Tonne,409
Fertiliser Price,2015M10,Urea (46% N),Euro per Tonne,409
Fertiliser Price,2015M11,Urea (46% N),Euro per Tonne,409
Fertiliser Price,2015M12,Urea (46% N),Euro per Tonne,409
Fertiliser Price,2016M01,Urea (46% N),Euro per Tonne,396
Fertiliser Price,2016M02,Urea (46% N),Euro per Tonne,379
Fertiliser Price,2016M03,Urea (46% N),Euro per Tonne,372
Fertiliser Price,2016M04,Urea (46% N),Euro per Tonne,359
Fertiliser Price,2016M05,Urea (46% N),Euro per Tonne,359
Fertiliser Price,2016M06,Urea (46% N),Euro per Tonne,352
Fertiliser Price,2016M07,Urea (46% N),Euro per Tonne,342
Fertiliser Price,2016M08,Urea (46% N),Euro per Tonne,337
Fertiliser Price,2016M09,Urea (46% N),Euro per Tonne,334
Fertiliser Price,2016M10,Urea (46% N),Euro per Tonne,333
Fertiliser Price,2016M11,Urea (46% N),Euro per Tonne,333
Fertiliser Price,2016M12,Urea (46% N),Euro per Tonne,321
Fertiliser Price,2017M01,Urea (46% N),Euro per Tonne,325
Fertiliser Price,2017M02,Urea (46% N),Euro per Tonne,345
Fertiliser Price,2017M03,Urea (46% N),Euro per Tonne,359
Fertiliser Price,2017M04,Urea (46% N),Euro per Tonne,359
Fertiliser Price,2017M05,Urea (46% N),Euro per Tonne,355
Fertiliser Price,2017M06,Urea (46% N),Euro per Tonne,346
Fertiliser Price,2017M07,Urea (46% N),Euro per Tonne,348
Fertiliser Price,2017M08,Urea (46% N),Euro per Tonne,347
Fertiliser Price,2017M09,Urea (46% N),Euro per Tonne,347
Fertiliser Price,2017M10,Urea (46% N),Euro per Tonne,349
Fertiliser Price,2017M11,Urea (46% N),Euro per Tonne,349
Fertiliser Price,2017M12,Urea (46% N),Euro per Tonne,351
Fertiliser Price,2018M01,Urea (46% N),Euro per Tonne,353
Fertiliser Price,2018M02,Urea (46% N),Euro per Tonne,353
Fertiliser Price,2018M03,Urea (46% N),Euro per Tonne,359
Fertiliser Price,2018M04,Urea (46% N),Euro per Tonne,355
Fertiliser Price,2018M05,Urea (46% N),Euro per Tonne,347
Fertiliser Price,2018M06,Urea (46% N),Euro per Tonne,347
Fertiliser Price,2018M07,Urea (46% N),Euro per Tonne,349
Fertiliser Price,2018M08,Urea (46% N),Euro per Tonne,351
Fertiliser Price,2018M09,Urea (46% N),Euro per Tonne,356
Fertiliser Price,2018M10,Urea (46% N),Euro per Tonne,358
Fertiliser Price,2018M11,Urea (46% N),Euro per Tonne,365
Fertiliser Price,2018M12,Urea (46% N),Euro per Tonne,366
Fertiliser Price,2019M01,Urea (46% N),Euro per Tonne,377
Fertiliser Price,2019M02,Urea (46% N),Euro per Tonne,379
Fertiliser Price,2019M03,Urea (46% N),Euro per Tonne,378
Fertiliser Price,2019M04,Urea (46% N),Euro per Tonne,377
Fertiliser Price,2019M05,Urea (46% N),Euro per Tonne,373
Fertiliser Price,2019M06,Urea (46% N),Euro per Tonne,373
Fertiliser Price,2019M07,Urea (46% N),Euro per Tonne,373
Fertiliser Price,2019M08,Urea (46% N),Euro per Tonne,371
Fertiliser Price,2019M09,Urea (46% N),Euro per Tonne,370
Fertiliser Price,2019M10,Urea (46% N),Euro per Tonne,369
Fertiliser Price,2019M11,Urea (46% N),Euro per Tonne,367
Fertiliser Price,2019M12,Urea (46% N),Euro per Tonne,363
Fertiliser Price,2020M01,Urea (46% N),Euro per Tonne,355
Fertiliser Price,2020M02,Urea (46% N),Euro per Tonne,345
Fertiliser Price,2020M03,Urea (46% N),Euro per Tonne,343
Fertiliser Price,2020M04,Urea (46% N),Euro per Tonne,343
Fertiliser Price,2020M05,Urea (46% N),Euro per Tonne,338
Fertiliser Price,2020M06,Urea (46% N),Euro per Tonne,335
Fertiliser Price,2020M07,Urea (46% N),Euro per Tonne,332
Fertiliser Price,2020M08,Urea (46% N),Euro per Tonne,331
Fertiliser Price,2020M09,Urea (46% N),Euro per Tonne,328
Fertiliser Price,2020M10,Urea (46% N),Euro per Tonne,328
Fertiliser Price,2020M11,Urea (46% N),Euro per Tonne,328
Fertiliser Price,2020M12,Urea (46% N),Euro per Tonne,326
Fertiliser Price,2021M01,Urea (46% N),Euro per Tonne,328
Fertiliser Price,2021M02,Urea (46% N),Euro per Tonne,346
Fertiliser Price,2021M03,Urea (46% N),Euro per Tonne,374
Fertiliser Price,2021M04,Urea (46% N),Euro per Tonne,389
Fertiliser Price,2021M05,Urea (46% N),Euro per Tonne,405
Fertiliser Price,2021M06,Urea (46% N),Euro per Tonne,411
Fertiliser Price,2021M07,Urea (46% N),Euro per Tonne,419
Fertiliser Price,2021M08,Urea (46% N),Euro per Tonne,425
Fertiliser Price,2021M09,Urea (46% N),Euro per Tonne,435
Fertiliser Price,2021M10,Urea (46% N),Euro per Tonne,532
Fertiliser Price,2021M11,Urea (46% N),Euro per Tonne,555
Fertiliser Price,2021M12,Urea (46% N),Euro per Tonne,692
Fertiliser Price,2022M01,Urea (46% N),Euro per Tonne,860
Fertiliser Price,2022M02,Urea (46% N),Euro per Tonne,939
