Statistic,Month,Type of Fertiliser,UNIT,VALUE
Fertiliser Price,2005M02,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,221
Fertiliser Price,2005M03,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,220
Fertiliser Price,2005M04,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,212
Fertiliser Price,2005M05,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,209
Fertiliser Price,2005M06,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,207
Fertiliser Price,2005M07,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,206
Fertiliser Price,2005M08,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,208
Fertiliser Price,2005M09,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,211
Fertiliser Price,2005M10,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,213
Fertiliser Price,2005M11,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,213
Fertiliser Price,2005M12,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,215
Fertiliser Price,2006M01,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,224
Fertiliser Price,2006M02,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,228
Fertiliser Price,2006M03,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,228
Fertiliser Price,2006M04,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,228
Fertiliser Price,2006M05,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,229
Fertiliser Price,2006M06,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,228
Fertiliser Price,2006M07,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,228
Fertiliser Price,2006M08,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,227
Fertiliser Price,2006M09,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,227
Fertiliser Price,2006M10,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,227
Fertiliser Price,2006M11,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,228
Fertiliser Price,2006M12,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,228
Fertiliser Price,2007M01,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,230
Fertiliser Price,2007M02,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,231
Fertiliser Price,2007M03,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,233
Fertiliser Price,2007M04,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,233
Fertiliser Price,2007M05,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,234
Fertiliser Price,2007M06,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,234
Fertiliser Price,2007M07,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,235
Fertiliser Price,2007M08,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,235
Fertiliser Price,2007M09,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,235
Fertiliser Price,2007M10,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,235
Fertiliser Price,2007M11,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,239
Fertiliser Price,2007M12,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,251
Fertiliser Price,2008M01,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,284
Fertiliser Price,2008M02,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,338
Fertiliser Price,2008M03,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,354
Fertiliser Price,2008M04,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,373
Fertiliser Price,2008M05,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,373
Fertiliser Price,2008M06,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,378
Fertiliser Price,2008M07,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,386
Fertiliser Price,2008M08,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,390
Fertiliser Price,2008M09,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,394
Fertiliser Price,2008M10,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,393
Fertiliser Price,2008M11,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,392
Fertiliser Price,2008M12,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,391
Fertiliser Price,2009M01,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,389
Fertiliser Price,2009M02,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,372
Fertiliser Price,2009M03,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,344
Fertiliser Price,2009M04,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,299
Fertiliser Price,2009M05,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,254
Fertiliser Price,2009M06,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,229
Fertiliser Price,2009M07,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,225
Fertiliser Price,2009M08,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,226
Fertiliser Price,2009M09,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,225
Fertiliser Price,2009M10,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,225
Fertiliser Price,2009M11,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,225
Fertiliser Price,2009M12,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,226
Fertiliser Price,2010M01,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,225
Fertiliser Price,2010M02,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,237
Fertiliser Price,2010M03,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,256
Fertiliser Price,2010M04,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,260
Fertiliser Price,2010M05,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,257
Fertiliser Price,2010M06,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,249
Fertiliser Price,2010M07,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,248
Fertiliser Price,2010M08,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,253
Fertiliser Price,2010M09,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,263
Fertiliser Price,2010M10,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,267
Fertiliser Price,2010M11,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,268
Fertiliser Price,2010M12,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,277
Fertiliser Price,2011M01,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,310
Fertiliser Price,2011M02,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,329
Fertiliser Price,2011M03,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,331
Fertiliser Price,2011M04,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,329
Fertiliser Price,2011M05,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,328
Fertiliser Price,2011M06,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,328
Fertiliser Price,2011M07,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,327
Fertiliser Price,2011M08,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,326
Fertiliser Price,2011M09,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,326
Fertiliser Price,2011M10,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,329
Fertiliser Price,2011M11,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,330
Fertiliser Price,2011M12,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,333
Fertiliser Price,2012M01,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,334
Fertiliser Price,2012M02,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,334
Fertiliser Price,2012M03,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,336
Fertiliser Price,2012M04,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,337
Fertiliser Price,2012M05,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,336
Fertiliser Price,2012M06,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,334
Fertiliser Price,2012M07,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,330
Fertiliser Price,2012M08,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,328
Fertiliser Price,2012M09,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,326
Fertiliser Price,2012M10,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,327
Fertiliser Price,2012M11,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,327
Fertiliser Price,2012M12,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,328
Fertiliser Price,2013M01,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,330
Fertiliser Price,2013M02,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,333
Fertiliser Price,2013M03,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,335
Fertiliser Price,2013M04,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,336
Fertiliser Price,2013M05,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,336
Fertiliser Price,2013M06,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,334
Fertiliser Price,2013M07,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,330
Fertiliser Price,2013M08,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,328
Fertiliser Price,2013M09,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,326
Fertiliser Price,2013M10,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,324
Fertiliser Price,2013M11,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,323
Fertiliser Price,2013M12,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,321
Fertiliser Price,2014M01,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,315
Fertiliser Price,2014M02,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,318
Fertiliser Price,2014M03,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,321
Fertiliser Price,2014M04,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,324
Fertiliser Price,2014M05,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,329
Fertiliser Price,2014M06,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,328
Fertiliser Price,2014M07,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,325
Fertiliser Price,2014M08,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,321
Fertiliser Price,2014M09,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,321
Fertiliser Price,2014M10,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,320
Fertiliser Price,2014M11,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,322
Fertiliser Price,2014M12,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,323
Fertiliser Price,2015M01,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,325
Fertiliser Price,2015M02,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,328
Fertiliser Price,2015M03,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,330
Fertiliser Price,2015M04,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,332
Fertiliser Price,2015M05,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,334
Fertiliser Price,2015M06,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,325
Fertiliser Price,2015M07,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,318
Fertiliser Price,2015M08,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,312
Fertiliser Price,2015M09,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,310
Fertiliser Price,2015M10,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,310
Fertiliser Price,2015M11,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,310
Fertiliser Price,2015M12,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,310
Fertiliser Price,2016M01,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,306
Fertiliser Price,2016M02,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,302
Fertiliser Price,2016M03,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,297
Fertiliser Price,2016M04,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,284
Fertiliser Price,2016M05,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,280
Fertiliser Price,2016M06,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,255
Fertiliser Price,2016M07,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,243
Fertiliser Price,2016M08,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,229
Fertiliser Price,2016M09,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,224
Fertiliser Price,2016M10,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,223
Fertiliser Price,2016M11,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,223
Fertiliser Price,2016M12,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,223
Fertiliser Price,2017M01,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,231
Fertiliser Price,2017M02,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,246
Fertiliser Price,2017M03,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,257
Fertiliser Price,2017M04,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,260
Fertiliser Price,2017M05,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,253
Fertiliser Price,2017M06,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,238
Fertiliser Price,2017M07,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,229
Fertiliser Price,2017M08,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,225
Fertiliser Price,2017M09,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,227
Fertiliser Price,2017M10,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,234
Fertiliser Price,2017M11,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,236
Fertiliser Price,2017M12,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,239
Fertiliser Price,2018M01,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,256
Fertiliser Price,2018M02,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,260
Fertiliser Price,2018M03,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,261
Fertiliser Price,2018M04,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,264
Fertiliser Price,2018M05,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,261
Fertiliser Price,2018M06,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,258
Fertiliser Price,2018M07,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,260
Fertiliser Price,2018M08,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,266
Fertiliser Price,2018M09,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,271
Fertiliser Price,2018M10,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,273
Fertiliser Price,2018M11,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,277
Fertiliser Price,2018M12,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,279
Fertiliser Price,2019M01,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,289
Fertiliser Price,2019M02,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,289
Fertiliser Price,2019M03,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,290
Fertiliser Price,2019M04,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,285
Fertiliser Price,2019M05,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,282
Fertiliser Price,2019M06,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,279
Fertiliser Price,2019M07,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,278
Fertiliser Price,2019M08,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,276
Fertiliser Price,2019M09,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,275
Fertiliser Price,2019M10,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,275
Fertiliser Price,2019M11,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,274
Fertiliser Price,2019M12,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,268
Fertiliser Price,2020M01,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,259
Fertiliser Price,2020M02,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,250
Fertiliser Price,2020M03,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,249
Fertiliser Price,2020M04,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,249
Fertiliser Price,2020M05,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,244
Fertiliser Price,2020M06,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,239
Fertiliser Price,2020M07,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,236
Fertiliser Price,2020M08,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,234
Fertiliser Price,2020M09,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,231
Fertiliser Price,2020M10,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,231
Fertiliser Price,2020M11,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,231
Fertiliser Price,2020M12,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,230
Fertiliser Price,2021M01,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,229
Fertiliser Price,2021M02,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,242
Fertiliser Price,2021M03,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,262
Fertiliser Price,2021M04,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,281
Fertiliser Price,2021M05,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,296
Fertiliser Price,2021M06,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,299
Fertiliser Price,2021M07,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,305
Fertiliser Price,2021M08,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,316
Fertiliser Price,2021M09,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,324
Fertiliser Price,2021M10,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,384
Fertiliser Price,2021M11,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,395
Fertiliser Price,2021M12,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,499
Fertiliser Price,2022M01,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,637
Fertiliser Price,2022M02,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,697
