Statistic,Month,Type of Cattle,UNIT,VALUE
Cattle Price per Head,2012M12,Heifers 400-449kg,Euro,852.57
Cattle Price per Head,2013M01,Heifers 400-449kg,Euro,882.01
Cattle Price per Head,2013M02,Heifers 400-449kg,Euro,917.95
Cattle Price per Head,2013M03,Heifers 400-449kg,Euro,942.24
Cattle Price per Head,2013M04,Heifers 400-449kg,Euro,927.74
Cattle Price per Head,2013M05,Heifers 400-449kg,Euro,933.56
Cattle Price per Head,2013M06,Heifers 400-449kg,Euro,919.67
Cattle Price per Head,2013M07,Heifers 400-449kg,Euro,851.84
Cattle Price per Head,2013M08,Heifers 400-449kg,Euro,908.91
Cattle Price per Head,2013M09,Heifers 400-449kg,Euro,873.58
Cattle Price per Head,2013M10,Heifers 400-449kg,Euro,895.54
Cattle Price per Head,2013M11,Heifers 400-449kg,Euro,860.79
Cattle Price per Head,2013M12,Heifers 400-449kg,Euro,867.85
Cattle Price per Head,2014M01,Heifers 400-449kg,Euro,867.04
Cattle Price per Head,2014M02,Heifers 400-449kg,Euro,884.23
Cattle Price per Head,2014M03,Heifers 400-449kg,Euro,906.31
Cattle Price per Head,2014M04,Heifers 400-449kg,Euro,908.97
Cattle Price per Head,2014M05,Heifers 400-449kg,Euro,893.82
Cattle Price per Head,2014M06,Heifers 400-449kg,Euro,859.14
Cattle Price per Head,2014M07,Heifers 400-449kg,Euro,877.23
Cattle Price per Head,2014M08,Heifers 400-449kg,Euro,835.55
Cattle Price per Head,2014M09,Heifers 400-449kg,Euro,842.18
Cattle Price per Head,2014M10,Heifers 400-449kg,Euro,863.35
Cattle Price per Head,2014M11,Heifers 400-449kg,Euro,860.03
Cattle Price per Head,2014M12,Heifers 400-449kg,Euro,864.86
Cattle Price per Head,2015M01,Heifers 400-449kg,Euro,945.96
Cattle Price per Head,2015M02,Heifers 400-449kg,Euro,984.08
Cattle Price per Head,2015M03,Heifers 400-449kg,Euro,994.71
Cattle Price per Head,2015M04,Heifers 400-449kg,Euro,1015.77
Cattle Price per Head,2015M05,Heifers 400-449kg,Euro,973.55
Cattle Price per Head,2015M06,Heifers 400-449kg,Euro,1018.98
Cattle Price per Head,2015M07,Heifers 400-449kg,Euro,1018.27
Cattle Price per Head,2015M08,Heifers 400-449kg,Euro,956.23
Cattle Price per Head,2015M09,Heifers 400-449kg,Euro,929.82
Cattle Price per Head,2015M10,Heifers 400-449kg,Euro,914.81
Cattle Price per Head,2015M11,Heifers 400-449kg,Euro,882.82
Cattle Price per Head,2015M12,Heifers 400-449kg,Euro,885.9
Cattle Price per Head,2016M01,Heifers 400-449kg,Euro,902.65
Cattle Price per Head,2016M02,Heifers 400-449kg,Euro,948.29
Cattle Price per Head,2016M03,Heifers 400-449kg,Euro,962.65
Cattle Price per Head,2016M04,Heifers 400-449kg,Euro,942.54
Cattle Price per Head,2016M05,Heifers 400-449kg,Euro,959.81
Cattle Price per Head,2016M06,Heifers 400-449kg,Euro,944.37
Cattle Price per Head,2016M07,Heifers 400-449kg,Euro,900.12
Cattle Price per Head,2016M08,Heifers 400-449kg,Euro,884.48
Cattle Price per Head,2016M09,Heifers 400-449kg,Euro,855.62
Cattle Price per Head,2016M10,Heifers 400-449kg,Euro,813.77
Cattle Price per Head,2016M11,Heifers 400-449kg,Euro,822.54
Cattle Price per Head,2016M12,Heifers 400-449kg,Euro,840.5
Cattle Price per Head,2017M01,Heifers 400-449kg,Euro,881.02
Cattle Price per Head,2017M02,Heifers 400-449kg,Euro,921.06
Cattle Price per Head,2017M03,Heifers 400-449kg,Euro,931.48
Cattle Price per Head,2017M04,Heifers 400-449kg,Euro,944.73
Cattle Price per Head,2017M05,Heifers 400-449kg,Euro,941.72
Cattle Price per Head,2017M06,Heifers 400-449kg,Euro,950.21
Cattle Price per Head,2017M07,Heifers 400-449kg,Euro,931.8
Cattle Price per Head,2017M08,Heifers 400-449kg,Euro,903.86
Cattle Price per Head,2017M09,Heifers 400-449kg,Euro,863.18
Cattle Price per Head,2017M10,Heifers 400-449kg,Euro,835.11
Cattle Price per Head,2017M11,Heifers 400-449kg,Euro,846.25
Cattle Price per Head,2017M12,Heifers 400-449kg,Euro,877.7
Cattle Price per Head,2018M01,Heifers 400-449kg,Euro,897.59
Cattle Price per Head,2018M02,Heifers 400-449kg,Euro,908
Cattle Price per Head,2018M03,Heifers 400-449kg,Euro,931.73
Cattle Price per Head,2018M04,Heifers 400-449kg,Euro,926.24
Cattle Price per Head,2018M05,Heifers 400-449kg,Euro,935.29
Cattle Price per Head,2018M06,Heifers 400-449kg,Euro,904.34
Cattle Price per Head,2018M07,Heifers 400-449kg,Euro,845.57
Cattle Price per Head,2018M08,Heifers 400-449kg,Euro,838.18
Cattle Price per Head,2018M09,Heifers 400-449kg,Euro,825.15
Cattle Price per Head,2018M10,Heifers 400-449kg,Euro,819.36
Cattle Price per Head,2018M11,Heifers 400-449kg,Euro,793.81
Cattle Price per Head,2018M12,Heifers 400-449kg,Euro,829.45
Cattle Price per Head,2019M01,Heifers 400-449kg,Euro,835.39
Cattle Price per Head,2019M02,Heifers 400-449kg,Euro,878.64
Cattle Price per Head,2019M03,Heifers 400-449kg,Euro,881.46
Cattle Price per Head,2019M04,Heifers 400-449kg,Euro,893.58
Cattle Price per Head,2019M05,Heifers 400-449kg,Euro,910.06
Cattle Price per Head,2019M06,Heifers 400-449kg,Euro,884.92
Cattle Price per Head,2019M07,Heifers 400-449kg,Euro,827.06
Cattle Price per Head,2019M08,Heifers 400-449kg,Euro,803.22
Cattle Price per Head,2019M09,Heifers 400-449kg,Euro,782.12
Cattle Price per Head,2019M10,Heifers 400-449kg,Euro,762.89
Cattle Price per Head,2019M11,Heifers 400-449kg,Euro,792.25
Cattle Price per Head,2019M12,Heifers 400-449kg,Euro,831.4
Cattle Price per Head,2020M01,Heifers 400-449kg,Euro,864.63
Cattle Price per Head,2020M02,Heifers 400-449kg,Euro,899.79
Cattle Price per Head,2020M03,Heifers 400-449kg,Euro,861.73
Cattle Price per Head,2020M04,Heifers 400-449kg,Euro,878.05
Cattle Price per Head,2020M05,Heifers 400-449kg,Euro,903.46
Cattle Price per Head,2020M06,Heifers 400-449kg,Euro,867.35
Cattle Price per Head,2020M07,Heifers 400-449kg,Euro,881.04
Cattle Price per Head,2020M08,Heifers 400-449kg,Euro,853
Cattle Price per Head,2020M09,Heifers 400-449kg,Euro,829.73
Cattle Price per Head,2020M10,Heifers 400-449kg,Euro,838.3
Cattle Price per Head,2020M11,Heifers 400-449kg,Euro,834.4
Cattle Price per Head,2020M12,Heifers 400-449kg,Euro,848.81
Cattle Price per Head,2021M01,Heifers 400-449kg,Euro,896.38
Cattle Price per Head,2021M02,Heifers 400-449kg,Euro,893.93
Cattle Price per Head,2021M03,Heifers 400-449kg,Euro,946.35
Cattle Price per Head,2021M04,Heifers 400-449kg,Euro,959.2
Cattle Price per Head,2021M05,Heifers 400-449kg,Euro,928.02
Cattle Price per Head,2021M06,Heifers 400-449kg,Euro,965.24
Cattle Price per Head,2021M07,Heifers 400-449kg,Euro,941.82
Cattle Price per Head,2021M08,Heifers 400-449kg,Euro,913.59
Cattle Price per Head,2021M09,Heifers 400-449kg,Euro,915.68
Cattle Price per Head,2021M10,Heifers 400-449kg,Euro,890.95
Cattle Price per Head,2021M11,Heifers 400-449kg,Euro,888.34
Cattle Price per Head,2021M12,Heifers 400-449kg,Euro,912.35
Cattle Price per Head,2022M01,Heifers 400-449kg,Euro,970.51
Cattle Price per Head,2022M02,Heifers 400-449kg,Euro,1034.15
