Statistic,Month,Product,UNIT,VALUE
Production of Dairy Products,2009M10,Skimmed Milk Powder,000 Tonnes,5.6
Production of Dairy Products,2009M11,Skimmed Milk Powder,000 Tonnes,
Production of Dairy Products,2009M12,Skimmed Milk Powder,000 Tonnes,
Production of Dairy Products,2010M01,Skimmed Milk Powder,000 Tonnes,3
Production of Dairy Products,2010M02,Skimmed Milk Powder,000 Tonnes,
Production of Dairy Products,2010M03,Skimmed Milk Powder,000 Tonnes,1.3
Production of Dairy Products,2010M04,Skimmed Milk Powder,000 Tonnes,6.8
Production of Dairy Products,2010M05,Skimmed Milk Powder,000 Tonnes,10.9
Production of Dairy Products,2010M06,Skimmed Milk Powder,000 Tonnes,8.8
Production of Dairy Products,2010M07,Skimmed Milk Powder,000 Tonnes,8
Production of Dairy Products,2010M08,Skimmed Milk Powder,000 Tonnes,7.5
Production of Dairy Products,2010M09,Skimmed Milk Powder,000 Tonnes,4.8
Production of Dairy Products,2010M10,Skimmed Milk Powder,000 Tonnes,2.1
Production of Dairy Products,2010M11,Skimmed Milk Powder,000 Tonnes,
Production of Dairy Products,2010M12,Skimmed Milk Powder,000 Tonnes,4.5
Production of Dairy Products,2011M01,Skimmed Milk Powder,000 Tonnes,
Production of Dairy Products,2011M02,Skimmed Milk Powder,000 Tonnes,3.4
Production of Dairy Products,2011M03,Skimmed Milk Powder,000 Tonnes,6.4
Production of Dairy Products,2011M04,Skimmed Milk Powder,000 Tonnes,5.4
Production of Dairy Products,2011M05,Skimmed Milk Powder,000 Tonnes,8.5
Production of Dairy Products,2011M06,Skimmed Milk Powder,000 Tonnes,8.8
Production of Dairy Products,2011M07,Skimmed Milk Powder,000 Tonnes,9.6
Production of Dairy Products,2011M08,Skimmed Milk Powder,000 Tonnes,8.4
Production of Dairy Products,2011M09,Skimmed Milk Powder,000 Tonnes,5.4
Production of Dairy Products,2011M10,Skimmed Milk Powder,000 Tonnes,3.1
Production of Dairy Products,2011M11,Skimmed Milk Powder,000 Tonnes,1
Production of Dairy Products,2011M12,Skimmed Milk Powder,000 Tonnes,
Production of Dairy Products,2012M01,Skimmed Milk Powder,000 Tonnes,
Production of Dairy Products,2012M02,Skimmed Milk Powder,000 Tonnes,1.5
Production of Dairy Products,2012M03,Skimmed Milk Powder,000 Tonnes,2.5
Production of Dairy Products,2012M04,Skimmed Milk Powder,000 Tonnes,6.3
Production of Dairy Products,2012M05,Skimmed Milk Powder,000 Tonnes,9.2
Production of Dairy Products,2012M06,Skimmed Milk Powder,000 Tonnes,9.5
Production of Dairy Products,2012M07,Skimmed Milk Powder,000 Tonnes,6.2
Production of Dairy Products,2012M08,Skimmed Milk Powder,000 Tonnes,5.8
Production of Dairy Products,2012M09,Skimmed Milk Powder,000 Tonnes,3.6
Production of Dairy Products,2012M10,Skimmed Milk Powder,000 Tonnes,
Production of Dairy Products,2012M11,Skimmed Milk Powder,000 Tonnes,
Production of Dairy Products,2012M12,Skimmed Milk Powder,000 Tonnes,
Production of Dairy Products,2013M01,Skimmed Milk Powder,000 Tonnes,
Production of Dairy Products,2013M02,Skimmed Milk Powder,000 Tonnes,
Production of Dairy Products,2013M03,Skimmed Milk Powder,000 Tonnes,3
Production of Dairy Products,2013M04,Skimmed Milk Powder,000 Tonnes,4.6
Production of Dairy Products,2013M05,Skimmed Milk Powder,000 Tonnes,8.1
Production of Dairy Products,2013M06,Skimmed Milk Powder,000 Tonnes,6
Production of Dairy Products,2013M07,Skimmed Milk Powder,000 Tonnes,6.2
Production of Dairy Products,2013M08,Skimmed Milk Powder,000 Tonnes,5.1
Production of Dairy Products,2013M09,Skimmed Milk Powder,000 Tonnes,3.7
Production of Dairy Products,2013M10,Skimmed Milk Powder,000 Tonnes,
Production of Dairy Products,2013M11,Skimmed Milk Powder,000 Tonnes,
Production of Dairy Products,2013M12,Skimmed Milk Powder,000 Tonnes,4.3
Production of Dairy Products,2014M01,Skimmed Milk Powder,000 Tonnes,
Production of Dairy Products,2014M02,Skimmed Milk Powder,000 Tonnes,0.8
Production of Dairy Products,2014M03,Skimmed Milk Powder,000 Tonnes,3.9
Production of Dairy Products,2014M04,Skimmed Milk Powder,000 Tonnes,6.5
Production of Dairy Products,2014M05,Skimmed Milk Powder,000 Tonnes,11.9
Production of Dairy Products,2014M06,Skimmed Milk Powder,000 Tonnes,11
Production of Dairy Products,2014M07,Skimmed Milk Powder,000 Tonnes,10.1
Production of Dairy Products,2014M08,Skimmed Milk Powder,000 Tonnes,8.4
Production of Dairy Products,2014M09,Skimmed Milk Powder,000 Tonnes,4.9
Production of Dairy Products,2014M10,Skimmed Milk Powder,000 Tonnes,
Production of Dairy Products,2014M11,Skimmed Milk Powder,000 Tonnes,
Production of Dairy Products,2014M12,Skimmed Milk Powder,000 Tonnes,3.9
Production of Dairy Products,2015M01,Skimmed Milk Powder,000 Tonnes,1.8
Production of Dairy Products,2015M02,Skimmed Milk Powder,000 Tonnes,1.9
Production of Dairy Products,2015M03,Skimmed Milk Powder,000 Tonnes,3.4
Production of Dairy Products,2015M04,Skimmed Milk Powder,000 Tonnes,11.5
Production of Dairy Products,2015M05,Skimmed Milk Powder,000 Tonnes,16.6
Production of Dairy Products,2015M06,Skimmed Milk Powder,000 Tonnes,17.2
Production of Dairy Products,2015M07,Skimmed Milk Powder,000 Tonnes,11.3
Production of Dairy Products,2015M08,Skimmed Milk Powder,000 Tonnes,10.5
Production of Dairy Products,2015M09,Skimmed Milk Powder,000 Tonnes,10.5
Production of Dairy Products,2015M10,Skimmed Milk Powder,000 Tonnes,6.2
Production of Dairy Products,2015M11,Skimmed Milk Powder,000 Tonnes,
Production of Dairy Products,2015M12,Skimmed Milk Powder,000 Tonnes,
Production of Dairy Products,2016M01,Skimmed Milk Powder,000 Tonnes,4.4
Production of Dairy Products,2016M02,Skimmed Milk Powder,000 Tonnes,3.5
Production of Dairy Products,2016M03,Skimmed Milk Powder,000 Tonnes,8.8
Production of Dairy Products,2016M04,Skimmed Milk Powder,000 Tonnes,14.3
Production of Dairy Products,2016M05,Skimmed Milk Powder,000 Tonnes,24.2
Production of Dairy Products,2016M06,Skimmed Milk Powder,000 Tonnes,15.4
Production of Dairy Products,2016M07,Skimmed Milk Powder,000 Tonnes,13.7
Production of Dairy Products,2016M08,Skimmed Milk Powder,000 Tonnes,11
Production of Dairy Products,2016M09,Skimmed Milk Powder,000 Tonnes,7.7
Production of Dairy Products,2016M10,Skimmed Milk Powder,000 Tonnes,6.8
Production of Dairy Products,2016M11,Skimmed Milk Powder,000 Tonnes,
Production of Dairy Products,2016M12,Skimmed Milk Powder,000 Tonnes,
Production of Dairy Products,2017M01,Skimmed Milk Powder,000 Tonnes,
Production of Dairy Products,2017M02,Skimmed Milk Powder,000 Tonnes,3.3
Production of Dairy Products,2017M03,Skimmed Milk Powder,000 Tonnes,5.5
Production of Dairy Products,2017M04,Skimmed Milk Powder,000 Tonnes,12.1
Production of Dairy Products,2017M05,Skimmed Milk Powder,000 Tonnes,24.4
Production of Dairy Products,2017M06,Skimmed Milk Powder,000 Tonnes,19.6
Production of Dairy Products,2017M07,Skimmed Milk Powder,000 Tonnes,14.5
Production of Dairy Products,2017M08,Skimmed Milk Powder,000 Tonnes,11.5
Production of Dairy Products,2017M09,Skimmed Milk Powder,000 Tonnes,8.9
Production of Dairy Products,2017M10,Skimmed Milk Powder,000 Tonnes,5.7
Production of Dairy Products,2017M11,Skimmed Milk Powder,000 Tonnes,
Production of Dairy Products,2017M12,Skimmed Milk Powder,000 Tonnes,
Production of Dairy Products,2018M01,Skimmed Milk Powder,000 Tonnes,
Production of Dairy Products,2018M02,Skimmed Milk Powder,000 Tonnes,
Production of Dairy Products,2018M03,Skimmed Milk Powder,000 Tonnes,7.1
Production of Dairy Products,2018M04,Skimmed Milk Powder,000 Tonnes,10.1
Production of Dairy Products,2018M05,Skimmed Milk Powder,000 Tonnes,20.4
Production of Dairy Products,2018M06,Skimmed Milk Powder,000 Tonnes,18.6
Production of Dairy Products,2018M07,Skimmed Milk Powder,000 Tonnes,13.1
Production of Dairy Products,2018M08,Skimmed Milk Powder,000 Tonnes,13.6
Production of Dairy Products,2018M09,Skimmed Milk Powder,000 Tonnes,11.5
Production of Dairy Products,2018M10,Skimmed Milk Powder,000 Tonnes,10.1
Production of Dairy Products,2018M11,Skimmed Milk Powder,000 Tonnes,11.7
Production of Dairy Products,2018M12,Skimmed Milk Powder,000 Tonnes,11.3
Production of Dairy Products,2019M01,Skimmed Milk Powder,000 Tonnes,5.2
Production of Dairy Products,2019M02,Skimmed Milk Powder,000 Tonnes,
Production of Dairy Products,2019M03,Skimmed Milk Powder,000 Tonnes,5.8
Production of Dairy Products,2019M04,Skimmed Milk Powder,000 Tonnes,21.4
Production of Dairy Products,2019M05,Skimmed Milk Powder,000 Tonnes,24.2
Production of Dairy Products,2019M06,Skimmed Milk Powder,000 Tonnes,18.4
Production of Dairy Products,2019M07,Skimmed Milk Powder,000 Tonnes,19.1
Production of Dairy Products,2019M08,Skimmed Milk Powder,000 Tonnes,12.3
Production of Dairy Products,2019M09,Skimmed Milk Powder,000 Tonnes,9.1
Production of Dairy Products,2019M10,Skimmed Milk Powder,000 Tonnes,8.6
Production of Dairy Products,2019M11,Skimmed Milk Powder,000 Tonnes,
Production of Dairy Products,2019M12,Skimmed Milk Powder,000 Tonnes,10.2
Production of Dairy Products,2020M01,Skimmed Milk Powder,000 Tonnes,.
Production of Dairy Products,2020M02,Skimmed Milk Powder,000 Tonnes,2.8
Production of Dairy Products,2020M03,Skimmed Milk Powder,000 Tonnes,7.2
Production of Dairy Products,2020M04,Skimmed Milk Powder,000 Tonnes,18.9
Production of Dairy Products,2020M05,Skimmed Milk Powder,000 Tonnes,24.6
Production of Dairy Products,2020M06,Skimmed Milk Powder,000 Tonnes,20.1
Production of Dairy Products,2020M07,Skimmed Milk Powder,000 Tonnes,20.3
Production of Dairy Products,2020M08,Skimmed Milk Powder,000 Tonnes,17.9
Production of Dairy Products,2020M09,Skimmed Milk Powder,000 Tonnes,12.5
Production of Dairy Products,2020M10,Skimmed Milk Powder,000 Tonnes,8.3
Production of Dairy Products,2020M11,Skimmed Milk Powder,000 Tonnes,.
Production of Dairy Products,2020M12,Skimmed Milk Powder,000 Tonnes,.
Production of Dairy Products,2021M01,Skimmed Milk Powder,000 Tonnes,
Production of Dairy Products,2021M02,Skimmed Milk Powder,000 Tonnes,
Production of Dairy Products,2021M03,Skimmed Milk Powder,000 Tonnes,11.4
Production of Dairy Products,2021M04,Skimmed Milk Powder,000 Tonnes,17.7
Production of Dairy Products,2021M05,Skimmed Milk Powder,000 Tonnes,27.7
Production of Dairy Products,2021M06,Skimmed Milk Powder,000 Tonnes,19.3
Production of Dairy Products,2021M07,Skimmed Milk Powder,000 Tonnes,17.1
Production of Dairy Products,2021M08,Skimmed Milk Powder,000 Tonnes,16.4
Production of Dairy Products,2021M09,Skimmed Milk Powder,000 Tonnes,11.1
Production of Dairy Products,2021M10,Skimmed Milk Powder,000 Tonnes,5.5
Production of Dairy Products,2021M11,Skimmed Milk Powder,000 Tonnes,
Production of Dairy Products,2021M12,Skimmed Milk Powder,000 Tonnes,7.4
Production of Dairy Products,2022M01,Skimmed Milk Powder,000 Tonnes,
Production of Dairy Products,2022M02,Skimmed Milk Powder,000 Tonnes,
