Statistic,Month,Type of Cattle,UNIT,VALUE
Cattle Price per Head,2010M03,Heifers 350-399kg,Euro,583.73
Cattle Price per Head,2010M04,Heifers 350-399kg,Euro,587.15
Cattle Price per Head,2010M05,Heifers 350-399kg,Euro,593.37
Cattle Price per Head,2010M06,Heifers 350-399kg,Euro,591.64
Cattle Price per Head,2010M07,Heifers 350-399kg,Euro,592.37
Cattle Price per Head,2010M08,Heifers 350-399kg,Euro,612.85
Cattle Price per Head,2010M09,Heifers 350-399kg,Euro,594.4
Cattle Price per Head,2010M10,Heifers 350-399kg,Euro,591.14
Cattle Price per Head,2010M11,Heifers 350-399kg,Euro,603.83
Cattle Price per Head,2010M12,Heifers 350-399kg,Euro,639.61
Cattle Price per Head,2011M01,Heifers 350-399kg,Euro,663.88
Cattle Price per Head,2011M02,Heifers 350-399kg,Euro,668.94
Cattle Price per Head,2011M03,Heifers 350-399kg,Euro,691.95
Cattle Price per Head,2011M04,Heifers 350-399kg,Euro,729.61
Cattle Price per Head,2011M05,Heifers 350-399kg,Euro,740.76
Cattle Price per Head,2011M06,Heifers 350-399kg,Euro,730.51
Cattle Price per Head,2011M07,Heifers 350-399kg,Euro,748.53
Cattle Price per Head,2011M08,Heifers 350-399kg,Euro,760.84
Cattle Price per Head,2011M09,Heifers 350-399kg,Euro,737.97
Cattle Price per Head,2011M10,Heifers 350-399kg,Euro,762.47
Cattle Price per Head,2011M11,Heifers 350-399kg,Euro,786.22
Cattle Price per Head,2011M12,Heifers 350-399kg,Euro,797.75
Cattle Price per Head,2012M01,Heifers 350-399kg,Euro,867.3
Cattle Price per Head,2012M02,Heifers 350-399kg,Euro,884.68
Cattle Price per Head,2012M03,Heifers 350-399kg,Euro,926.91
Cattle Price per Head,2012M04,Heifers 350-399kg,Euro,902.62
Cattle Price per Head,2012M05,Heifers 350-399kg,Euro,864.44
Cattle Price per Head,2012M06,Heifers 350-399kg,Euro,899.73
Cattle Price per Head,2012M07,Heifers 350-399kg,Euro,821.81
Cattle Price per Head,2012M08,Heifers 350-399kg,Euro,734.7
Cattle Price per Head,2012M09,Heifers 350-399kg,Euro,741.25
Cattle Price per Head,2012M10,Heifers 350-399kg,Euro,730.85
Cattle Price per Head,2012M11,Heifers 350-399kg,Euro,742.64
Cattle Price per Head,2012M12,Heifers 350-399kg,Euro,737.52
Cattle Price per Head,2013M01,Heifers 350-399kg,Euro,768.5
Cattle Price per Head,2013M02,Heifers 350-399kg,Euro,807.34
Cattle Price per Head,2013M03,Heifers 350-399kg,Euro,826.26
Cattle Price per Head,2013M04,Heifers 350-399kg,Euro,820.32
Cattle Price per Head,2013M05,Heifers 350-399kg,Euro,796.44
Cattle Price per Head,2013M06,Heifers 350-399kg,Euro,786.18
Cattle Price per Head,2013M07,Heifers 350-399kg,Euro,739.02
Cattle Price per Head,2013M08,Heifers 350-399kg,Euro,788.83
Cattle Price per Head,2013M09,Heifers 350-399kg,Euro,763.2
Cattle Price per Head,2013M10,Heifers 350-399kg,Euro,791.75
Cattle Price per Head,2013M11,Heifers 350-399kg,Euro,741.64
Cattle Price per Head,2013M12,Heifers 350-399kg,Euro,782
Cattle Price per Head,2014M01,Heifers 350-399kg,Euro,789.13
Cattle Price per Head,2014M02,Heifers 350-399kg,Euro,790.58
Cattle Price per Head,2014M03,Heifers 350-399kg,Euro,789.94
Cattle Price per Head,2014M04,Heifers 350-399kg,Euro,806.49
Cattle Price per Head,2014M05,Heifers 350-399kg,Euro,808.22
Cattle Price per Head,2014M06,Heifers 350-399kg,Euro,781.13
Cattle Price per Head,2014M07,Heifers 350-399kg,Euro,795.18
Cattle Price per Head,2014M08,Heifers 350-399kg,Euro,757.06
Cattle Price per Head,2014M09,Heifers 350-399kg,Euro,748.98
Cattle Price per Head,2014M10,Heifers 350-399kg,Euro,774.27
Cattle Price per Head,2014M11,Heifers 350-399kg,Euro,753.09
Cattle Price per Head,2014M12,Heifers 350-399kg,Euro,789.25
Cattle Price per Head,2015M01,Heifers 350-399kg,Euro,854.32
Cattle Price per Head,2015M02,Heifers 350-399kg,Euro,902.23
Cattle Price per Head,2015M03,Heifers 350-399kg,Euro,882.08
Cattle Price per Head,2015M04,Heifers 350-399kg,Euro,901.96
Cattle Price per Head,2015M05,Heifers 350-399kg,Euro,877.78
Cattle Price per Head,2015M06,Heifers 350-399kg,Euro,904.59
Cattle Price per Head,2015M07,Heifers 350-399kg,Euro,923.63
Cattle Price per Head,2015M08,Heifers 350-399kg,Euro,841.77
Cattle Price per Head,2015M09,Heifers 350-399kg,Euro,833.69
Cattle Price per Head,2015M10,Heifers 350-399kg,Euro,821.06
Cattle Price per Head,2015M11,Heifers 350-399kg,Euro,789.36
Cattle Price per Head,2015M12,Heifers 350-399kg,Euro,808.57
Cattle Price per Head,2016M01,Heifers 350-399kg,Euro,817.96
Cattle Price per Head,2016M02,Heifers 350-399kg,Euro,845.94
Cattle Price per Head,2016M03,Heifers 350-399kg,Euro,857.49
Cattle Price per Head,2016M04,Heifers 350-399kg,Euro,836.83
Cattle Price per Head,2016M05,Heifers 350-399kg,Euro,843.51
Cattle Price per Head,2016M06,Heifers 350-399kg,Euro,846.85
Cattle Price per Head,2016M07,Heifers 350-399kg,Euro,802.24
Cattle Price per Head,2016M08,Heifers 350-399kg,Euro,785.09
Cattle Price per Head,2016M09,Heifers 350-399kg,Euro,750.59
Cattle Price per Head,2016M10,Heifers 350-399kg,Euro,726.78
Cattle Price per Head,2016M11,Heifers 350-399kg,Euro,731.26
Cattle Price per Head,2016M12,Heifers 350-399kg,Euro,745.74
Cattle Price per Head,2017M01,Heifers 350-399kg,Euro,809.54
Cattle Price per Head,2017M02,Heifers 350-399kg,Euro,806.47
Cattle Price per Head,2017M03,Heifers 350-399kg,Euro,832.43
Cattle Price per Head,2017M04,Heifers 350-399kg,Euro,827.07
Cattle Price per Head,2017M05,Heifers 350-399kg,Euro,834.15
Cattle Price per Head,2017M06,Heifers 350-399kg,Euro,836.06
Cattle Price per Head,2017M07,Heifers 350-399kg,Euro,822.72
Cattle Price per Head,2017M08,Heifers 350-399kg,Euro,795.18
Cattle Price per Head,2017M09,Heifers 350-399kg,Euro,774.84
Cattle Price per Head,2017M10,Heifers 350-399kg,Euro,735.54
Cattle Price per Head,2017M11,Heifers 350-399kg,Euro,760.13
Cattle Price per Head,2017M12,Heifers 350-399kg,Euro,765.4
Cattle Price per Head,2018M01,Heifers 350-399kg,Euro,805.17
Cattle Price per Head,2018M02,Heifers 350-399kg,Euro,822.83
Cattle Price per Head,2018M03,Heifers 350-399kg,Euro,831.82
Cattle Price per Head,2018M04,Heifers 350-399kg,Euro,799.78
Cattle Price per Head,2018M05,Heifers 350-399kg,Euro,806.81
Cattle Price per Head,2018M06,Heifers 350-399kg,Euro,790.91
Cattle Price per Head,2018M07,Heifers 350-399kg,Euro,703.58
Cattle Price per Head,2018M08,Heifers 350-399kg,Euro,696.09
Cattle Price per Head,2018M09,Heifers 350-399kg,Euro,667.49
Cattle Price per Head,2018M10,Heifers 350-399kg,Euro,679.85
Cattle Price per Head,2018M11,Heifers 350-399kg,Euro,678.87
Cattle Price per Head,2018M12,Heifers 350-399kg,Euro,698.55
Cattle Price per Head,2019M01,Heifers 350-399kg,Euro,766.4
Cattle Price per Head,2019M02,Heifers 350-399kg,Euro,808.93
Cattle Price per Head,2019M03,Heifers 350-399kg,Euro,788.07
Cattle Price per Head,2019M04,Heifers 350-399kg,Euro,772.88
Cattle Price per Head,2019M05,Heifers 350-399kg,Euro,782.83
Cattle Price per Head,2019M06,Heifers 350-399kg,Euro,796.53
Cattle Price per Head,2019M07,Heifers 350-399kg,Euro,722.09
Cattle Price per Head,2019M08,Heifers 350-399kg,Euro,700.46
Cattle Price per Head,2019M09,Heifers 350-399kg,Euro,683.06
Cattle Price per Head,2019M10,Heifers 350-399kg,Euro,663.9
Cattle Price per Head,2019M11,Heifers 350-399kg,Euro,685.79
Cattle Price per Head,2019M12,Heifers 350-399kg,Euro,720.53
Cattle Price per Head,2020M01,Heifers 350-399kg,Euro,777.26
Cattle Price per Head,2020M02,Heifers 350-399kg,Euro,800.23
Cattle Price per Head,2020M03,Heifers 350-399kg,Euro,757.85
Cattle Price per Head,2020M04,Heifers 350-399kg,Euro,769.39
Cattle Price per Head,2020M05,Heifers 350-399kg,Euro,853.84
Cattle Price per Head,2020M06,Heifers 350-399kg,Euro,782.83
Cattle Price per Head,2020M07,Heifers 350-399kg,Euro,778.97
Cattle Price per Head,2020M08,Heifers 350-399kg,Euro,765.94
Cattle Price per Head,2020M09,Heifers 350-399kg,Euro,743.06
Cattle Price per Head,2020M10,Heifers 350-399kg,Euro,747.48
Cattle Price per Head,2020M11,Heifers 350-399kg,Euro,740.91
Cattle Price per Head,2020M12,Heifers 350-399kg,Euro,771.04
Cattle Price per Head,2021M01,Heifers 350-399kg,Euro,798.03
Cattle Price per Head,2021M02,Heifers 350-399kg,Euro,814
Cattle Price per Head,2021M03,Heifers 350-399kg,Euro,827.74
Cattle Price per Head,2021M04,Heifers 350-399kg,Euro,845.05
Cattle Price per Head,2021M05,Heifers 350-399kg,Euro,796.61
Cattle Price per Head,2021M06,Heifers 350-399kg,Euro,844.54
Cattle Price per Head,2021M07,Heifers 350-399kg,Euro,837.85
Cattle Price per Head,2021M08,Heifers 350-399kg,Euro,801.61
Cattle Price per Head,2021M09,Heifers 350-399kg,Euro,804.71
Cattle Price per Head,2021M10,Heifers 350-399kg,Euro,777.37
Cattle Price per Head,2021M11,Heifers 350-399kg,Euro,762.83
Cattle Price per Head,2021M12,Heifers 350-399kg,Euro,806
Cattle Price per Head,2022M01,Heifers 350-399kg,Euro,857.22
Cattle Price per Head,2022M02,Heifers 350-399kg,Euro,910.01
