Statistic,Month,Type of Cattle,UNIT,VALUE
Cattle Price per Head,1981M12,Heifers 350-399kg,Euro,442.52
Cattle Price per Head,1982M01,Heifers 350-399kg,Euro,437.69
Cattle Price per Head,1982M02,Heifers 350-399kg,Euro,467.7
Cattle Price per Head,1982M03,Heifers 350-399kg,Euro,464.31
Cattle Price per Head,1982M04,Heifers 350-399kg,Euro,484.06
Cattle Price per Head,1982M05,Heifers 350-399kg,Euro,485.05
Cattle Price per Head,1982M06,Heifers 350-399kg,Euro,500.81
Cattle Price per Head,1982M07,Heifers 350-399kg,Euro,498.11
Cattle Price per Head,1982M08,Heifers 350-399kg,Euro,475.91
Cattle Price per Head,1982M09,Heifers 350-399kg,Euro,469.75
Cattle Price per Head,1982M10,Heifers 350-399kg,Euro,469.97
Cattle Price per Head,1982M11,Heifers 350-399kg,Euro,449.02
Cattle Price per Head,1982M12,Heifers 350-399kg,Euro,450.4
Cattle Price per Head,1983M01,Heifers 350-399kg,Euro,456.45
Cattle Price per Head,1983M02,Heifers 350-399kg,Euro,475.4
Cattle Price per Head,1983M03,Heifers 350-399kg,Euro,499.81
Cattle Price per Head,1983M04,Heifers 350-399kg,Euro,535.22
Cattle Price per Head,1983M05,Heifers 350-399kg,Euro,546.5
Cattle Price per Head,1983M06,Heifers 350-399kg,Euro,548.4
Cattle Price per Head,1983M07,Heifers 350-399kg,Euro,514.85
Cattle Price per Head,1983M08,Heifers 350-399kg,Euro,482.93
Cattle Price per Head,1983M09,Heifers 350-399kg,Euro,490.64
Cattle Price per Head,1983M10,Heifers 350-399kg,Euro,467.85
Cattle Price per Head,1983M11,Heifers 350-399kg,Euro,464.99
Cattle Price per Head,1983M12,Heifers 350-399kg,Euro,466.95
Cattle Price per Head,1984M01,Heifers 350-399kg,Euro,481.87
Cattle Price per Head,1984M02,Heifers 350-399kg,Euro,513.56
Cattle Price per Head,1984M03,Heifers 350-399kg,Euro,508.96
Cattle Price per Head,1984M04,Heifers 350-399kg,Euro,525.73
Cattle Price per Head,1984M05,Heifers 350-399kg,Euro,539.11
Cattle Price per Head,1984M06,Heifers 350-399kg,Euro,532.17
Cattle Price per Head,1984M07,Heifers 350-399kg,Euro,512.31
Cattle Price per Head,1984M08,Heifers 350-399kg,Euro,501.42
Cattle Price per Head,1984M09,Heifers 350-399kg,Euro,470.91
Cattle Price per Head,1984M10,Heifers 350-399kg,Euro,449.11
Cattle Price per Head,1984M11,Heifers 350-399kg,Euro,459.75
Cattle Price per Head,1984M12,Heifers 350-399kg,Euro,485.41
Cattle Price per Head,1985M01,Heifers 350-399kg,Euro,466.63
Cattle Price per Head,1985M02,Heifers 350-399kg,Euro,484.33
Cattle Price per Head,1985M03,Heifers 350-399kg,Euro,492.19
Cattle Price per Head,1985M04,Heifers 350-399kg,Euro,513.49
Cattle Price per Head,1985M05,Heifers 350-399kg,Euro,509.28
Cattle Price per Head,1985M06,Heifers 350-399kg,Euro,520.99
Cattle Price per Head,1985M07,Heifers 350-399kg,Euro,497.91
Cattle Price per Head,1985M08,Heifers 350-399kg,Euro,485.47
Cattle Price per Head,1985M09,Heifers 350-399kg,Euro,459.86
Cattle Price per Head,1985M10,Heifers 350-399kg,Euro,447.25
Cattle Price per Head,1985M11,Heifers 350-399kg,Euro,451.96
Cattle Price per Head,1985M12,Heifers 350-399kg,Euro,457.23
Cattle Price per Head,1986M01,Heifers 350-399kg,Euro,470.43
Cattle Price per Head,1986M02,Heifers 350-399kg,Euro,493.06
Cattle Price per Head,1986M03,Heifers 350-399kg,Euro,497.66
Cattle Price per Head,1986M04,Heifers 350-399kg,Euro,514.8
Cattle Price per Head,1986M05,Heifers 350-399kg,Euro,529.1
Cattle Price per Head,1986M06,Heifers 350-399kg,Euro,531.08
Cattle Price per Head,1986M07,Heifers 350-399kg,Euro,516.2
Cattle Price per Head,1986M08,Heifers 350-399kg,Euro,515.77
Cattle Price per Head,1986M09,Heifers 350-399kg,Euro,525.15
Cattle Price per Head,1986M10,Heifers 350-399kg,Euro,506.73
Cattle Price per Head,1986M11,Heifers 350-399kg,Euro,500.39
Cattle Price per Head,1986M12,Heifers 350-399kg,Euro,501.65
Cattle Price per Head,1987M01,Heifers 350-399kg,Euro,522.15
Cattle Price per Head,1987M02,Heifers 350-399kg,Euro,566.13
Cattle Price per Head,1987M03,Heifers 350-399kg,Euro,591.67
Cattle Price per Head,1987M04,Heifers 350-399kg,Euro,621.55
Cattle Price per Head,1987M05,Heifers 350-399kg,Euro,653.24
Cattle Price per Head,1987M06,Heifers 350-399kg,Euro,657.48
Cattle Price per Head,1987M07,Heifers 350-399kg,Euro,661.03
Cattle Price per Head,1987M08,Heifers 350-399kg,Euro,660.71
Cattle Price per Head,1987M09,Heifers 350-399kg,Euro,652.61
Cattle Price per Head,1987M10,Heifers 350-399kg,Euro,615.94
Cattle Price per Head,1987M11,Heifers 350-399kg,Euro,612.9
Cattle Price per Head,1987M12,Heifers 350-399kg,Euro,625.98
Cattle Price per Head,1988M01,Heifers 350-399kg,Euro,626.96
Cattle Price per Head,1988M02,Heifers 350-399kg,Euro,653.65
Cattle Price per Head,1988M03,Heifers 350-399kg,Euro,653.43
Cattle Price per Head,1988M04,Heifers 350-399kg,Euro,671.64
Cattle Price per Head,1988M05,Heifers 350-399kg,Euro,681.95
Cattle Price per Head,1988M06,Heifers 350-399kg,Euro,694.05
Cattle Price per Head,1988M07,Heifers 350-399kg,Euro,676.64
Cattle Price per Head,1988M08,Heifers 350-399kg,Euro,622.6
Cattle Price per Head,1988M09,Heifers 350-399kg,Euro,599.8
Cattle Price per Head,1988M10,Heifers 350-399kg,Euro,587.89
Cattle Price per Head,1988M11,Heifers 350-399kg,Euro,562.93
Cattle Price per Head,1988M12,Heifers 350-399kg,Euro,550.9
Cattle Price per Head,1989M01,Heifers 350-399kg,Euro,541.11
Cattle Price per Head,1989M02,Heifers 350-399kg,Euro,544.95
Cattle Price per Head,1989M03,Heifers 350-399kg,Euro,558.34
Cattle Price per Head,1989M04,Heifers 350-399kg,Euro,604.26
Cattle Price per Head,1989M05,Heifers 350-399kg,Euro,618.81
Cattle Price per Head,1989M06,Heifers 350-399kg,Euro,583.71
Cattle Price per Head,1989M07,Heifers 350-399kg,Euro,540.44
Cattle Price per Head,1989M08,Heifers 350-399kg,Euro,515.86
Cattle Price per Head,1989M09,Heifers 350-399kg,Euro,506.55
Cattle Price per Head,1989M10,Heifers 350-399kg,Euro,507.84
Cattle Price per Head,1989M11,Heifers 350-399kg,Euro,510.93
Cattle Price per Head,1989M12,Heifers 350-399kg,Euro,491.01
Cattle Price per Head,1990M01,Heifers 350-399kg,Euro,444.76
Cattle Price per Head,1990M02,Heifers 350-399kg,Euro,521.48
Cattle Price per Head,1990M03,Heifers 350-399kg,Euro,514.8
Cattle Price per Head,1990M04,Heifers 350-399kg,Euro,518.29
Cattle Price per Head,1990M05,Heifers 350-399kg,Euro,518.81
Cattle Price per Head,1990M06,Heifers 350-399kg,Euro,530.09
Cattle Price per Head,1990M07,Heifers 350-399kg,Euro,504.58
Cattle Price per Head,1990M08,Heifers 350-399kg,Euro,494.88
Cattle Price per Head,1990M09,Heifers 350-399kg,Euro,498.69
Cattle Price per Head,1990M10,Heifers 350-399kg,Euro,502.59
Cattle Price per Head,1990M11,Heifers 350-399kg,Euro,489.98
Cattle Price per Head,1990M12,Heifers 350-399kg,Euro,508.54
Cattle Price per Head,1991M01,Heifers 350-399kg,Euro,511.03
Cattle Price per Head,1991M02,Heifers 350-399kg,Euro,516.63
Cattle Price per Head,1991M03,Heifers 350-399kg,Euro,517.18
Cattle Price per Head,1991M04,Heifers 350-399kg,Euro,517.01
Cattle Price per Head,1991M05,Heifers 350-399kg,Euro,529.07
Cattle Price per Head,1991M06,Heifers 350-399kg,Euro,525.72
Cattle Price per Head,1991M07,Heifers 350-399kg,Euro,514.83
Cattle Price per Head,1991M08,Heifers 350-399kg,Euro,511.83
Cattle Price per Head,1991M09,Heifers 350-399kg,Euro,513.15
Cattle Price per Head,1991M10,Heifers 350-399kg,Euro,498.88
Cattle Price per Head,1991M11,Heifers 350-399kg,Euro,495.11
Cattle Price per Head,1991M12,Heifers 350-399kg,Euro,491.52
Cattle Price per Head,1992M01,Heifers 350-399kg,Euro,493.83
Cattle Price per Head,1992M02,Heifers 350-399kg,Euro,506.13
Cattle Price per Head,1992M03,Heifers 350-399kg,Euro,544.69
Cattle Price per Head,1992M04,Heifers 350-399kg,Euro,580.46
Cattle Price per Head,1992M05,Heifers 350-399kg,Euro,574.3
Cattle Price per Head,1992M06,Heifers 350-399kg,Euro,597.21
Cattle Price per Head,1992M07,Heifers 350-399kg,Euro,584.57
Cattle Price per Head,1992M08,Heifers 350-399kg,Euro,568.31
Cattle Price per Head,1992M09,Heifers 350-399kg,Euro,562.18
Cattle Price per Head,1992M10,Heifers 350-399kg,Euro,532.57
Cattle Price per Head,1992M11,Heifers 350-399kg,Euro,526.92
Cattle Price per Head,1992M12,Heifers 350-399kg,Euro,550.13
Cattle Price per Head,1993M01,Heifers 350-399kg,Euro,557.19
Cattle Price per Head,1993M02,Heifers 350-399kg,Euro,593.98
Cattle Price per Head,1993M03,Heifers 350-399kg,Euro,611.79
Cattle Price per Head,1993M04,Heifers 350-399kg,Euro,634.11
Cattle Price per Head,1993M05,Heifers 350-399kg,Euro,622.59
Cattle Price per Head,1993M06,Heifers 350-399kg,Euro,644.58
Cattle Price per Head,1993M07,Heifers 350-399kg,Euro,597.82
Cattle Price per Head,1993M08,Heifers 350-399kg,Euro,588.59
Cattle Price per Head,1993M09,Heifers 350-399kg,Euro,562.86
Cattle Price per Head,1993M10,Heifers 350-399kg,Euro,546.46
Cattle Price per Head,1993M11,Heifers 350-399kg,Euro,532.4
Cattle Price per Head,1993M12,Heifers 350-399kg,Euro,539.35
Cattle Price per Head,1994M01,Heifers 350-399kg,Euro,532.67
Cattle Price per Head,1994M02,Heifers 350-399kg,Euro,560.97
Cattle Price per Head,1994M03,Heifers 350-399kg,Euro,586.42
Cattle Price per Head,1994M04,Heifers 350-399kg,Euro,603.28
Cattle Price per Head,1994M05,Heifers 350-399kg,Euro,623.96
Cattle Price per Head,1994M06,Heifers 350-399kg,Euro,598.16
Cattle Price per Head,1994M07,Heifers 350-399kg,Euro,585.78
Cattle Price per Head,1994M08,Heifers 350-399kg,Euro,552.33
Cattle Price per Head,1994M09,Heifers 350-399kg,Euro,552.23
Cattle Price per Head,1994M10,Heifers 350-399kg,Euro,524.7
Cattle Price per Head,1994M11,Heifers 350-399kg,Euro,535.57
Cattle Price per Head,1994M12,Heifers 350-399kg,Euro,541.44
Cattle Price per Head,1995M01,Heifers 350-399kg,Euro,526.71
Cattle Price per Head,1995M02,Heifers 350-399kg,Euro,540.61
Cattle Price per Head,1995M03,Heifers 350-399kg,Euro,568.17
Cattle Price per Head,1995M04,Heifers 350-399kg,Euro,564.97
Cattle Price per Head,1995M05,Heifers 350-399kg,Euro,544.94
Cattle Price per Head,1995M06,Heifers 350-399kg,Euro,530.87
Cattle Price per Head,1995M07,Heifers 350-399kg,Euro,519.06
Cattle Price per Head,1995M08,Heifers 350-399kg,Euro,477.89
Cattle Price per Head,1995M09,Heifers 350-399kg,Euro,431.86
Cattle Price per Head,1995M10,Heifers 350-399kg,Euro,435.53
Cattle Price per Head,1995M11,Heifers 350-399kg,Euro,417.74
Cattle Price per Head,1995M12,Heifers 350-399kg,Euro,450.77
Cattle Price per Head,1996M01,Heifers 350-399kg,Euro,451.95
Cattle Price per Head,1996M02,Heifers 350-399kg,Euro,469.55
Cattle Price per Head,1996M03,Heifers 350-399kg,Euro,466.25
Cattle Price per Head,1996M04,Heifers 350-399kg,Euro,503.66
Cattle Price per Head,1996M05,Heifers 350-399kg,Euro,498.42
Cattle Price per Head,1996M06,Heifers 350-399kg,Euro,495.95
Cattle Price per Head,1996M07,Heifers 350-399kg,Euro,505.18
Cattle Price per Head,1996M08,Heifers 350-399kg,Euro,486.36
Cattle Price per Head,1996M09,Heifers 350-399kg,Euro,472.37
Cattle Price per Head,1996M10,Heifers 350-399kg,Euro,449.57
Cattle Price per Head,1996M11,Heifers 350-399kg,Euro,457.66
Cattle Price per Head,1996M12,Heifers 350-399kg,Euro,446.3
Cattle Price per Head,1997M01,Heifers 350-399kg,Euro,428.55
Cattle Price per Head,1997M02,Heifers 350-399kg,Euro,447.19
Cattle Price per Head,1997M03,Heifers 350-399kg,Euro,458.13
Cattle Price per Head,1997M04,Heifers 350-399kg,Euro,492.56
Cattle Price per Head,1997M05,Heifers 350-399kg,Euro,492.41
Cattle Price per Head,1997M06,Heifers 350-399kg,Euro,479.63
Cattle Price per Head,1997M07,Heifers 350-399kg,Euro,463
Cattle Price per Head,1997M08,Heifers 350-399kg,Euro,442.94
Cattle Price per Head,1997M09,Heifers 350-399kg,Euro,434.06
Cattle Price per Head,1997M10,Heifers 350-399kg,Euro,410.33
Cattle Price per Head,1997M11,Heifers 350-399kg,Euro,386.4
Cattle Price per Head,1997M12,Heifers 350-399kg,Euro,378.05
Cattle Price per Head,1998M01,Heifers 350-399kg,Euro,360.35
Cattle Price per Head,1998M02,Heifers 350-399kg,Euro,365.35
Cattle Price per Head,1998M03,Heifers 350-399kg,Euro,395.34
Cattle Price per Head,1998M04,Heifers 350-399kg,Euro,436.19
Cattle Price per Head,1998M05,Heifers 350-399kg,Euro,448.17
Cattle Price per Head,1998M06,Heifers 350-399kg,Euro,426.68
Cattle Price per Head,1998M07,Heifers 350-399kg,Euro,408.77
Cattle Price per Head,1998M08,Heifers 350-399kg,Euro,411.07
Cattle Price per Head,1998M09,Heifers 350-399kg,Euro,389.04
Cattle Price per Head,1998M10,Heifers 350-399kg,Euro,396.02
Cattle Price per Head,1998M11,Heifers 350-399kg,Euro,381.91
Cattle Price per Head,1998M12,Heifers 350-399kg,Euro,399.68
Cattle Price per Head,1999M01,Heifers 350-399kg,Euro,397.06
Cattle Price per Head,1999M02,Heifers 350-399kg,Euro,438.55
Cattle Price per Head,1999M03,Heifers 350-399kg,Euro,456.89
Cattle Price per Head,1999M04,Heifers 350-399kg,Euro,477.57
Cattle Price per Head,1999M05,Heifers 350-399kg,Euro,485.18
Cattle Price per Head,1999M06,Heifers 350-399kg,Euro,511.26
Cattle Price per Head,1999M07,Heifers 350-399kg,Euro,523.31
Cattle Price per Head,1999M08,Heifers 350-399kg,Euro,509.98
Cattle Price per Head,1999M09,Heifers 350-399kg,Euro,513.77
Cattle Price per Head,1999M10,Heifers 350-399kg,Euro,493.39
Cattle Price per Head,1999M11,Heifers 350-399kg,Euro,487.05
Cattle Price per Head,1999M12,Heifers 350-399kg,Euro,454.85
Cattle Price per Head,2000M01,Heifers 350-399kg,Euro,451.6
Cattle Price per Head,2000M02,Heifers 350-399kg,Euro,516.97
Cattle Price per Head,2000M03,Heifers 350-399kg,Euro,470.84
Cattle Price per Head,2000M04,Heifers 350-399kg,Euro,
Cattle Price per Head,2000M05,Heifers 350-399kg,Euro,
Cattle Price per Head,2000M06,Heifers 350-399kg,Euro,
Cattle Price per Head,2000M07,Heifers 350-399kg,Euro,
Cattle Price per Head,2000M08,Heifers 350-399kg,Euro,480.48
Cattle Price per Head,2000M09,Heifers 350-399kg,Euro,449.26
Cattle Price per Head,2000M10,Heifers 350-399kg,Euro,454.93
Cattle Price per Head,2000M11,Heifers 350-399kg,Euro,464.97
Cattle Price per Head,2000M12,Heifers 350-399kg,Euro,481.82
Cattle Price per Head,2001M01,Heifers 350-399kg,Euro,498.54
Cattle Price per Head,2001M02,Heifers 350-399kg,Euro,543.09
Cattle Price per Head,2001M03,Heifers 350-399kg,Euro,549.29
Cattle Price per Head,2001M04,Heifers 350-399kg,Euro,561.18
Cattle Price per Head,2001M05,Heifers 350-399kg,Euro,559.41
Cattle Price per Head,2001M06,Heifers 350-399kg,Euro,539.18
Cattle Price per Head,2001M07,Heifers 350-399kg,Euro,486.87
Cattle Price per Head,2001M08,Heifers 350-399kg,Euro,465.17
Cattle Price per Head,2001M09,Heifers 350-399kg,Euro,472.16
Cattle Price per Head,2001M10,Heifers 350-399kg,Euro,451.09
Cattle Price per Head,2001M11,Heifers 350-399kg,Euro,453.42
Cattle Price per Head,2001M12,Heifers 350-399kg,Euro,458.64
Cattle Price per Head,2002M01,Heifers 350-399kg,Euro,467.19
Cattle Price per Head,2002M02,Heifers 350-399kg,Euro,522.77
Cattle Price per Head,2002M03,Heifers 350-399kg,Euro,519.85
Cattle Price per Head,2002M04,Heifers 350-399kg,Euro,510.17
Cattle Price per Head,2002M05,Heifers 350-399kg,Euro,528.76
Cattle Price per Head,2002M06,Heifers 350-399kg,Euro,507.63
Cattle Price per Head,2002M07,Heifers 350-399kg,Euro,509.89
Cattle Price per Head,2002M08,Heifers 350-399kg,Euro,520.52
Cattle Price per Head,2002M09,Heifers 350-399kg,Euro,512.38
Cattle Price per Head,2002M10,Heifers 350-399kg,Euro,484.95
Cattle Price per Head,2002M11,Heifers 350-399kg,Euro,488.88
Cattle Price per Head,2002M12,Heifers 350-399kg,Euro,486
Cattle Price per Head,2003M01,Heifers 350-399kg,Euro,510.14
Cattle Price per Head,2003M02,Heifers 350-399kg,Euro,534.17
Cattle Price per Head,2003M03,Heifers 350-399kg,Euro,574.71
Cattle Price per Head,2003M04,Heifers 350-399kg,Euro,580.69
Cattle Price per Head,2003M05,Heifers 350-399kg,Euro,605.27
Cattle Price per Head,2003M06,Heifers 350-399kg,Euro,606.35
Cattle Price per Head,2003M07,Heifers 350-399kg,Euro,614.4
Cattle Price per Head,2003M08,Heifers 350-399kg,Euro,566.31
Cattle Price per Head,2003M09,Heifers 350-399kg,Euro,553.46
Cattle Price per Head,2003M10,Heifers 350-399kg,Euro,534.09
Cattle Price per Head,2003M11,Heifers 350-399kg,Euro,505.74
Cattle Price per Head,2003M12,Heifers 350-399kg,Euro,520.18
Cattle Price per Head,2004M01,Heifers 350-399kg,Euro,509.47
Cattle Price per Head,2004M02,Heifers 350-399kg,Euro,583.86
Cattle Price per Head,2004M03,Heifers 350-399kg,Euro,583.49
Cattle Price per Head,2004M04,Heifers 350-399kg,Euro,596.19
Cattle Price per Head,2004M05,Heifers 350-399kg,Euro,598.37
Cattle Price per Head,2004M06,Heifers 350-399kg,Euro,575.21
Cattle Price per Head,2004M07,Heifers 350-399kg,Euro,579.49
Cattle Price per Head,2004M08,Heifers 350-399kg,Euro,533.47
Cattle Price per Head,2004M09,Heifers 350-399kg,Euro,524.93
Cattle Price per Head,2004M10,Heifers 350-399kg,Euro,504.41
Cattle Price per Head,2004M11,Heifers 350-399kg,Euro,510.33
Cattle Price per Head,2004M12,Heifers 350-399kg,Euro,504.17
Cattle Price per Head,2005M01,Heifers 350-399kg,Euro,504.87
Cattle Price per Head,2005M02,Heifers 350-399kg,Euro,551.03
Cattle Price per Head,2005M03,Heifers 350-399kg,Euro,574.57
Cattle Price per Head,2005M04,Heifers 350-399kg,Euro,587.95
Cattle Price per Head,2005M05,Heifers 350-399kg,Euro,590.36
Cattle Price per Head,2005M06,Heifers 350-399kg,Euro,590.18
Cattle Price per Head,2005M07,Heifers 350-399kg,Euro,562.69
Cattle Price per Head,2005M08,Heifers 350-399kg,Euro,531.28
Cattle Price per Head,2005M09,Heifers 350-399kg,Euro,535.88
Cattle Price per Head,2005M10,Heifers 350-399kg,Euro,559.1
Cattle Price per Head,2005M11,Heifers 350-399kg,Euro,563.31
Cattle Price per Head,2005M12,Heifers 350-399kg,Euro,541.84
Cattle Price per Head,2006M01,Heifers 350-399kg,Euro,529.13
Cattle Price per Head,2006M02,Heifers 350-399kg,Euro,575.07
Cattle Price per Head,2006M03,Heifers 350-399kg,Euro,587.73
Cattle Price per Head,2006M04,Heifers 350-399kg,Euro,604.07
Cattle Price per Head,2006M05,Heifers 350-399kg,Euro,625.75
Cattle Price per Head,2006M06,Heifers 350-399kg,Euro,673.59
Cattle Price per Head,2006M07,Heifers 350-399kg,Euro,590.59
Cattle Price per Head,2006M08,Heifers 350-399kg,Euro,565.1
Cattle Price per Head,2006M09,Heifers 350-399kg,Euro,547.61
Cattle Price per Head,2006M10,Heifers 350-399kg,Euro,560.02
Cattle Price per Head,2006M11,Heifers 350-399kg,Euro,538.18
Cattle Price per Head,2006M12,Heifers 350-399kg,Euro,561.61
Cattle Price per Head,2007M01,Heifers 350-399kg,Euro,574.8
Cattle Price per Head,2007M02,Heifers 350-399kg,Euro,587.47
Cattle Price per Head,2007M03,Heifers 350-399kg,Euro,603.81
Cattle Price per Head,2007M04,Heifers 350-399kg,Euro,625.49
Cattle Price per Head,2007M05,Heifers 350-399kg,Euro,607.95
Cattle Price per Head,2007M06,Heifers 350-399kg,Euro,590.33
Cattle Price per Head,2007M07,Heifers 350-399kg,Euro,564.84
Cattle Price per Head,2007M08,Heifers 350-399kg,Euro,547.35
Cattle Price per Head,2007M09,Heifers 350-399kg,Euro,559.76
Cattle Price per Head,2007M10,Heifers 350-399kg,Euro,537.92
Cattle Price per Head,2007M11,Heifers 350-399kg,Euro,561.35
Cattle Price per Head,2007M12,Heifers 350-399kg,Euro,563.22
Cattle Price per Head,2008M01,Heifers 350-399kg,Euro,641.37
Cattle Price per Head,2008M02,Heifers 350-399kg,Euro,677.93
Cattle Price per Head,2008M03,Heifers 350-399kg,Euro,662.8
Cattle Price per Head,2008M04,Heifers 350-399kg,Euro,657.94
Cattle Price per Head,2008M05,Heifers 350-399kg,Euro,671.11
Cattle Price per Head,2008M06,Heifers 350-399kg,Euro,678.31
Cattle Price per Head,2008M07,Heifers 350-399kg,Euro,629.36
Cattle Price per Head,2008M08,Heifers 350-399kg,Euro,633.38
Cattle Price per Head,2008M09,Heifers 350-399kg,Euro,607.66
Cattle Price per Head,2008M10,Heifers 350-399kg,Euro,592.71
Cattle Price per Head,2008M11,Heifers 350-399kg,Euro,585.24
Cattle Price per Head,2008M12,Heifers 350-399kg,Euro,590.67
Cattle Price per Head,2009M01,Heifers 350-399kg,Euro,605.98
Cattle Price per Head,2009M02,Heifers 350-399kg,Euro,608.03
Cattle Price per Head,2009M03,Heifers 350-399kg,Euro,616.22
Cattle Price per Head,2009M04,Heifers 350-399kg,Euro,609.78
Cattle Price per Head,2009M05,Heifers 350-399kg,Euro,572.39
Cattle Price per Head,2009M06,Heifers 350-399kg,Euro,582.91
Cattle Price per Head,2009M07,Heifers 350-399kg,Euro,558.28
Cattle Price per Head,2009M08,Heifers 350-399kg,Euro,542.18
Cattle Price per Head,2009M09,Heifers 350-399kg,Euro,513.35
Cattle Price per Head,2009M10,Heifers 350-399kg,Euro,533.1
Cattle Price per Head,2009M11,Heifers 350-399kg,Euro,515.8
Cattle Price per Head,2009M12,Heifers 350-399kg,Euro,545.71
Cattle Price per Head,2010M01,Heifers 350-399kg,Euro,554.82
Cattle Price per Head,2010M02,Heifers 350-399kg,Euro,579.28
